time;x;y;z;MF
3,389;-43,50;-5,25;-67,25;80,26
3,439;-44,00;-5,00;-67,00;80,31
3,487;-43,25;-4,50;-67,50;80,29
3,541;-42,75;-4,50;-67,25;79,81
3,589;-43,75;-5,00;-67,25;80,38
3,642;-43,25;-4,50;-67,25;80,08
3,688;-43,50;-4,50;-67,50;80,43
3,741;-43,75;-5,00;-66,75;79,97
3,790;-44,50;-5,25;-66,50;80,19
3,843;-44,00;-5,00;-67,25;80,52
3,940;-44,25;-5,25;-67,50;80,88
3,991;-45,00;-5,00;-67,75;81,49
4,044;-44,00;-5,50;-67,00;80,34
4,140;-44,50;-5,25;-67,00;80,60
4,191;-44,50;-4,75;-67,25;80,78
4,243;-44,50;-4,50;-66,75;80,35
4,292;-44,00;-4,50;-66,75;80,07
4,343;-44,75;-4,25;-67,00;80,68
4,392;-44,50;-4,50;-67,00;80,56
4,442;-44,50;-4,25;-67,00;80,54
4,493;-44,50;-4,75;-67,50;80,99
4,545;-44,25;-4,50;-67,00;80,42
4,594;-44,00;-4,25;-66,75;80,06
4,644;-44,00;-4,25;-66,75;80,06
4,694;-44,00;-4,75;-67,50;80,71
4,748;-43,75;-4,75;-67,50;80,58
4,797;-44,00;-5,00;-67,75;80,94
4,847;-44,25;-5,25;-67,50;80,88
4,896;-44,25;-4,25;-67,00;80,41
4,946;-44,25;-4,00;-67,25;80,60
4,996;-44,25;-4,50;-67,25;80,63
5,046;-44,50;-4,75;-67,25;80,78
5,095;-44,50;-4,75;-67,25;80,78
5,145;-43,50;-5,00;-67,75;80,67
5,197;-43,00;-5,00;-68,00;80,61
5,247;-43,00;-4,50;-67,75;80,37
5,296;-44,00;-4,50;-67,25;80,49
5,346;-44,25;-4,25;-67,25;80,61
5,398;-44,75;-4,50;-66,75;80,49
5,447;-44,50;-4,75;-66,75;80,36
5,496;-44,00;-4,25;-67,00;80,27
5,547;-44,00;-4,50;-66,75;80,07
5,598;-44,50;-4,75;-66,25;79,95
5,647;-43,50;-4,25;-66,25;79,37
5,696;-42,50;-2,50;-65,75;78,33
5,748;-31,50;10,75;-52,00;61,74
5,799;84,25;225,75;-106,50;263,45
5,848;32,00;138,25;-90,75;168,44
5,898;-8,50;64,50;-78,25;101,76
5,953;-29,25;25,50;-71,75;81,57
6,001;-38,25;7,50;-69,00;79,25
6,101;-41,75;0,00;-67,50;79,37
6,150;-43,50;-2,25;-67,25;80,12
6,201;-44,50;-3,25;-66,75;80,29
6,251;-44,25;-4,00;-66,75;80,18
6,302;-45,00;-4,50;-67,00;80,83
6,352;-44,50;-3,50;-67,25;80,72
6,402;-44,75;-4,25;-67,00;80,68
6,451;-45,00;-4,25;-66,75;80,61
6,502;-44,75;-5,50;-66,75;80,55
6,552;-44,25;-4,75;-67,00;80,43
6,603;-44,00;-4,75;-67,25;80,51
6,702;-44,75;-5,25;-66,50;80,33
6,752;-44,75;-4,25;-66,75;80,47
6,802;-44,50;-4,75;-67,00;80,57
6,855;-44,50;-5,25;-66,75;80,40
6,904;-44,00;-5,75;-66,25;79,74
6,960;-42,25;-6,50;-65,50;78,21
7,007;-39,50;-12,75;-57,75;71,12
7,056;-127,50;26,00;91,00;158,79
7,157;-90,50;11,00;26,50;94,94
7,207;-65,00;0,50;-23,75;69,20
7,258;-52,25;-2,50;-48,25;71,16
7,307;-47,25;-3,75;-59,50;76,07
7,357;-45,75;-4,25;-64,25;78,99
7,408;-45,75;-4,50;-66,25;80,64
7,459;-45,00;-4,25;-66,50;80,41
7,508;-44,25;-4,00;-67,25;80,60
7,558;-44,50;-4,25;-67,25;80,75
7,609;-44,50;-4,00;-66,75;80,32
7,662;-44,75;-4,25;-67,50;81,10
7,710;-45,25;-4,50;-67,50;81,39
7,762;-44,25;-4,75;-67,25;80,64
7,811;-44,50;-4,25;-67,25;80,75
7,861;-45,00;-4,75;-67,25;81,06
7,910;-45,00;-4,75;-67,75;81,47
7,962;-44,50;-4,50;-67,75;81,18
8,012;-44,75;-4,50;-67,50;81,11
8,111;-45,00;-4,50;-67,75;81,46
8,166;-45,00;-4,50;-67,75;81,46
8,214;-45,00;-4,50;-67,75;81,46
8,263;-43,50;-2,00;-65,75;78,86
8,313;-29,00;18,50;-43,75;55,65
8,363;144,50;155,25;-34,25;214,84
8,414;70,50;96,00;-47,75;128,32
8,463;10,00;44,25;-57,75;73,44
8,512;-20,75;16,75;-62,75;68,18
8,565;-34,50;4,75;-65,25;73,96
8,615;-41,00;-0,50;-67,00;78,55
8,664;-43,25;-2,50;-67,00;79,79
8,713;-43,75;-3,25;-67,00;80,09
8,763;-44,00;-4,00;-66,75;80,05
8,815;-44,75;-4,50;-66,75;80,49
8,863;-44,50;-4,50;-67,25;80,77
8,913;-44,00;-4,25;-67,50;80,69
8,964;-43,75;-4,75;-66,75;79,95
9,016;-44,75;-5,00;-66,75;80,52
9,066;-44,75;-5,00;-66,75;80,52
9,116;-44,00;-4,50;-67,00;80,28
9,165;-44,50;-4,50;-66,75;80,35
9,217;-44,50;-4,75;-66,75;80,36
9,316;-43,75;-4,00;-66,50;79,70
9,374;-44,25;-4,50;-66,75;80,21
9,417;-44,00;-4,25;-66,25;79,64
9,471;-43,25;-5,00;-66,00;79,07
9,517;-42,25;-7,50;-64,75;77,68
9,570;-37,00;-18,25;-51,00;65,60
9,617;-259,50;182,50;-133,75;344,29
9,677;-140,50;70,50;-119,25;197,31
9,717;-82,00;21,00;-93,75;126,31
9,772;-58,50;3,75;-78,75;98,17
9,819;-49,25;-2,00;-71,75;87,05
9,870;-46,25;-4,00;-69,25;83,37
9,921;-44,75;-4,50;-68,25;81,74
9,978;-43,50;-5,00;-67,25;80,25
10,028;-43,75;-4,75;-67,75;80,79
10,127;-44,00;-4,25;-67,00;80,27
10,179;-44,75;-4,00;-67,50;81,09
10,229;-44,00;-3,75;-67,00;80,24
10,281;-44,75;-4,00;-67,00;80,67
10,330;-44,50;-4,00;-67,00;80,53
10,386;-44,50;-4,00;-67,75;81,16
10,433;-44,00;-4,00;-67,25;80,46
10,482;-44,00;-4,25;-66,75;80,06
10,533;-44,00;-4,00;-67,00;80,26
10,584;-44,25;-4,25;-67,00;80,41
10,633;-44,75;-4,00;-67,50;81,09
10,733;-43,75;-3,25;-67,00;80,09
10,783;-42,50;-2,25;-65,75;78,32
10,833;-39,50;5,00;-60,00;72,01
10,883;72,25;119,25;146,25;202,06
10,934;45,00;97,50;65,25;125,65
10,996;1,00;50,25;-3,75;50,40
11,036;-24,25;21,25;-39,25;50,80
11,090;-24,25;21,25;-39,25;50,80
11,136;-35,50;6,50;-55,75;66,41
11,195;-41,75;0,50;-62,25;74,96
11,238;-43,50;-2,25;-65,50;78,66
11,337;-45,00;-4,75;-66,50;80,44
11,387;-45,00;-5,25;-67,50;81,29
11,437;-45,00;-5,75;-66,75;80,71
11,487;-43,75;-5,00;-66,75;79,97
11,536;-43,50;-4,75;-67,50;80,44
11,586;-43,75;-4,50;-67,75;80,77
11,637;-44,00;-4,00;-67,25;80,46
11,687;-43,75;-4,25;-67,75;80,76
11,737;-44,50;-4,50;-67,75;81,18
11,786;-44,75;-4,25;-67,50;81,10
11,837;-44,25;-4,75;-67,25;80,64
11,887;-43,50;-4,75;-67,25;80,23
11,937;-43,25;-5,50;-67,25;80,15
11,989;-43,00;-5,50;-67,25;80,01
12,038;-40,75;-7,50;-65,50;77,51
12,095;-38,25;-14,75;-56,50;69,81
12,138;-59,25;-42,25;105,75;128,37
12,191;12,25;-151,75;-34,25;156,05
12,239;-2,00;-101,00;-62,25;118,66
12,292;-21,50;-53,00;-67,00;88,09
12,340;-33,50;-27,50;-67,50;80,22
12,391;-39,25;-15,00;-67,25;79,30
12,440;-42,00;-9,50;-67,25;79,85
12,490;-42,75;-6,50;-67,25;79,95
12,591;-44,00;-5,00;-67,25;80,52
12,641;-44,00;-4,25;-67,75;80,90
12,692;-44,00;-4,00;-67,25;80,46
12,740;-44,50;-3,75;-66,50;80,10
12,791;-44,50;-3,50;-66,75;80,30
12,841;-45,00;-4,75;-67,00;80,85
12,890;-44,25;-4,50;-67,50;80,84
12,941;-44,25;-4,25;-66,75;80,20
12,993;-44,25;-4,25;-66,75;80,20
13,041;-44,50;-4,75;-66,25;79,95
13,141;-44,00;-4,00;-66,25;79,63
13,194;-44,25;-3,50;-66,75;80,16
13,243;-43,00;-3,50;-66,25;79,06
13,292;-42,75;-2,75;-66,00;78,68
13,341;-41,00;3,25;-61,75;74,19
13,392;-36,00;57,25;31,50;74,60
13,443;46,50;96,75;6,00;107,51
13,497;13,00;59,75;-30,50;68,33
13,547;-15,75;28,25;-50,75;60,18
13,599;-31,00;10,75;-59,25;67,73
13,649;-38,75;2,25;-63,00;74,00
13,699;-42,00;-1,25;-65,00;77,40
13,800;-43,75;-3,75;-66,25;79,48
13,849;-44,00;-3,50;-66,50;79,82
13,899;-43,75;-3,00;-66,75;79,87
13,948;-43,75;-4,25;-66,50;79,71
14,000;-44,00;-4,00;-66,75;80,05
14,052;-44,50;-4,50;-67,00;80,56
14,150;-44,75;-4,25;-66,75;80,47
14,201;-44,75;-4,25;-67,00;80,68
14,251;-44,50;-4,25;-67,25;80,75
14,351;-43,50;-4,75;-66,50;79,61
14,400;-43,50;-4,75;-66,50;79,61
14,451;-43,50;-4,75;-66,50;79,61
14,508;-43,50;-4,75;-66,50;79,61
14,605;-39,00;-14,50;-56,25;69,97
14,653;-42,75;-45,75;81,25;102,58
14,705;-24,50;-218,75;-117,75;249,63
14,805;-32,75;-77,00;-89,75;122,71
14,853;-38,00;-38,00;-76,50;93,49
14,910;-40,75;-19,50;-70,50;83,73
14,951;-42,75;-10,50;-68,00;81,01
15,009;-43,50;-7,25;-67,25;80,42
15,054;-44,00;-5,50;-66,75;80,14
15,152;-44,50;-5,00;-66,75;80,38
15,206;-44,00;-4,00;-66,75;80,05
15,254;-43,75;-4,00;-66,00;79,28
15,308;-43,50;-4,25;-66,25;79,37
15,411;-43,50;-4,50;-67,00;80,01
15,454;-44,00;-4,00;-66,75;80,05
15,506;-43,75;-4,50;-66,50;79,73
15,555;-44,00;-4,25;-66,50;79,85
15,610;-44,25;-4,50;-66,25;79,80
15,659;-44,25;-4,25;-66,25;79,78
15,755;-44,00;-3,75;-66,00;79,41
15,812;-43,50;-0,75;-65,00;78,22
15,909;-60,75;53,50;65,75;104,29
15,956;27,50;77,75;26,25;86,55
16,007;4,50;51,00;-20,25;55,06
16,058;-20,00;25,25;-46,25;56,36
16,157;-33,50;9,25;-59,00;68,47
16,208;-39,75;2,25;-63,25;74,74
16,257;-42,75;-1,50;-65,50;78,23
16,309;-43,50;-3,25;-66,50;79,53
16,358;-43,75;-3,75;-66,75;79,90
16,408;-44,75;-4,25;-66,50;80,27
16,458;-45,00;-4,25;-66,50;80,41
16,512;-44,25;-4,25;-66,75;80,20
16,559;-44,00;-4,50;-67,50;80,70
16,613;-44,75;-4,75;-67,00;80,71
16,661;-44,50;-4,25;-66,75;80,34
16,712;-44,25;-4,25;-67,00;80,41
16,815;-44,25;-5,00;-66,50;80,03
16,861;-44,00;-4,50;-66,50;79,87
16,911;-43,75;-4,50;-66,50;79,73
16,961;-43,75;-5,25;-66,50;79,77
17,015;-43,25;-6,25;-65,25;78,53
17,061;-41,75;-8,25;-63,50;76,44
17,113;-37,00;-17,50;-51,00;65,39
17,162;-60,75;-45,25;117,50;139,80
17,216;-52,75;-226,00;-100,25;252,80
17,265;-41,00;-153,00;-103,50;189,21
17,315;-39,50;-80,00;-86,25;124,09
17,366;-41,00;-39,25;-75,50;94,46
17,415;-41,75;-20,50;-70,25;84,25
17,466;-43,50;-11,50;-68,00;81,54
17,517;-43,50;-7,50;-67,00;80,23
17,568;-43,50;-5,50;-67,00;80,07
17,618;-43,75;-4,75;-67,25;80,37
17,668;-44,00;-4,25;-67,00;80,27
17,718;-43,75;-4,50;-66,25;79,52
17,767;-44,00;-4,75;-66,50;79,88
17,817;-44,50;-5,00;-66,75;80,38
17,868;-44,25;-4,75;-66,50;80,02
17,918;-44,25;-5,00;-66,50;80,03
17,968;-44,25;-5,00;-66,50;80,03
18,019;-44,25;-5,00;-66,50;80,03
18,069;-44,25;-5,00;-66,50;80,03
18,120;-44,25;-5,00;-66,50;80,03
18,169;-44,25;-3,50;-66,25;79,75
18,220;-44,25;-2,50;-66,75;80,12
18,272;-44,25;-1,50;-65,50;79,06
18,326;-45,00;1,75;-63,50;77,85
18,429;-60,50;32,50;158,75;172,97
18,523;-20,25;36,00;-1,50;41,33
18,572;-31,00;18,50;-39,00;53,14
18,624;-37,50;7,00;-55,00;66,93
18,674;-40,75;1,00;-61,75;73,99
18,773;-43,50;-3,00;-66,00;79,10
18,829;-43,50;-3,50;-66,00;79,12
18,880;-43,50;-4,25;-66,25;79,37
18,929;-44,00;-5,00;-66,00;79,48
18,980;-44,50;-4,50;-66,75;80,35
19,029;-44,25;-4,25;-66,75;80,20
19,082;-44,25;-4,25;-66,75;80,20
19,179;-44,75;-4,75;-66,25;80,09
19,230;-44,25;-4,75;-66,25;79,81
19,281;-43,50;-4,75;-66,75;79,81
19,380;-44,00;-5,75;-66,50;79,95
19,430;-43,00;-5,75;-66,25;79,19
19,481;-42,25;-6,00;-65,75;78,38
19,530;-41,75;-7,75;-64,00;76,81
19,579;-40,75;-12,75;-59,25;73,03
19,631;-37,50;-33,75;-23,25;55,55
19,682;-463,25;76,25;-229,25;522,47
19,731;-267,75;-37,25;-199,75;336,12
19,780;-138,75;-44,25;-134,50;198,24
19,832;-81,00;-29,50;-96,50;129,40
19,882;-58,00;-17,75;-79,00;99,60
19,931;-48,75;-11,75;-71,50;87,33
19,980;-44,75;-7,75;-68,50;82,19
20,031;-43,50;-6,00;-67,25;80,32
20,082;-43,50;-6,00;-67,25;80,32
20,132;-43,75;-5,25;-66,25;79,57
20,183;-43,50;-4,50;-66,25;79,38
20,233;-43,50;-5,00;-66,50;79,62
20,283;-44,00;-5,00;-66,50;79,90
20,333;-43,75;-4,50;-66,50;79,73
20,383;-43,50;-4,50;-66,50;79,59
20,433;-43,50;-4,75;-66,50;79,61
20,483;-44,50;-4,00;-66,25;79,91
20,534;-43,75;-4,00;-66,25;79,49
20,582;-43,75;-4,00;-66,00;79,28
20,633;-44,25;-3,50;-66,25;79,75
20,683;-44,25;-3,25;-66,00;79,53
20,733;-43,50;-1,75;-65,50;78,65
20,782;-44,75;0,00;-64,00;78,09
20,832;-48,00;6,25;-58,25;75,74
20,883;-69,00;31,25;-8,00;76,17
20,933;104,75;6,00;75,75;129,41
20,982;66,75;37,75;10,25;77,37
21,033;11,50;28,75;-32,00;44,53
21,083;11,50;28,75;-32,00;44,53
21,133;-19,25;13,00;-51,75;56,72
21,183;-33,75;4,25;-60,00;68,97
21,234;-40,00;-0,25;-63,50;75,05
21,283;-42,50;-2,00;-65,50;78,11
21,333;-42,75;-2,75;-66,25;78,89
21,384;-43,25;-3,50;-66,25;79,20
21,434;-44,25;-3,75;-66,25;79,76
21,484;-44,00;-3,75;-66,75;80,04
21,534;-44,00;-3,75;-66,25;79,62
21,585;-43,75;-4,25;-66,25;79,51
21,635;-43,75;-4,00;-66,00;79,28
21,685;-44,25;-3,75;-66,50;79,96
21,736;-44,25;-3,75;-65,75;79,34
21,786;-44,25;-4,50;-66,00;79,59
21,838;-43,75;-4,25;-65,75;79,09
21,886;-43,25;-4,75;-65,75;78,84
21,936;-43,00;-5,50;-65,25;78,34
21,985;-43,00;-7,00;-65,00;78,25
22,039;-42,00;-9,75;-62,50;75,93
22,136;-55,75;-48,25;22,25;77,01
22,186;-393,25;-145,50;-519,00;667,22
22,236;-228,25;-145,25;-363,50;453,13
22,287;-121,00;-89,50;-209,00;257,55
22,386;-55,25;-25,75;-92,75;110,99
22,440;-47,75;-14,50;-77,00;91,76
22,540;-44,25;-7,00;-68,50;81,85
22,588;-44,25;-5,50;-68,00;81,32
22,651;-42,75;-5,25;-67,25;79,86
22,745;-43,25;-4,50;-66,50;79,45
22,789;-43,00;-3,75;-66,75;79,49
22,840;-42,75;-4,25;-66,75;79,38
22,891;-43,75;-3,75;-66,75;79,90
22,949;-44,00;-3,75;-66,25;79,62
22,990;-44,25;-3,25;-66,50;79,94
23,040;-44,25;-3,50;-65,75;79,33
23,090;-44,25;-3,50;-65,75;79,33
23,142;-44,75;-3,00;-65,75;79,59
23,190;-44,50;-2,25;-65,75;79,43
23,241;-45,00;-1,25;-65,50;79,48
23,290;-48,00;2,25;-62,75;79,04
23,346;-56,50;13,50;-48,25;75,52
23,389;-88,50;30,50;79,00;122,49
23,447;100,50;82,25;6,50;130,03
23,497;49,75;71,50;-38,00;95,03
23,545;-0,25;41,50;-55,75;69,50
23,595;-25,75;19,75;-62,25;70,20
23,648;-37,00;8,00;-64,50;74,79
23,696;-40,50;2,25;-65,25;76,83
23,765;-42,50;-0,75;-66,25;78,71
23,796;-42,75;-2,50;-67,00;79,52
23,846;-43,00;-3,50;-66,50;79,27
23,896;-43,50;-3,50;-66,25;79,33
23,946;-44,50;-4,00;-66,25;79,91
23,996;-44,25;-3,75;-66,50;79,96
24,047;-43,75;-4,25;-66,50;79,71
24,098;-43,75;-4,25;-66,50;79,71
24,197;-43,75;-4,50;-66,50;79,73
24,247;-43,50;-4,25;-66,00;79,16
24,297;-44,00;-4,50;-66,00;79,45
24,347;-43,50;-5,50;-66,00;79,24
24,397;-43,25;-6,25;-65,75;78,95
24,458;-43,00;-7,00;-65,00;78,25
24,498;-42,75;-9,00;-64,00;77,49
24,554;-41,50;-13,75;-58,50;73,03
24,598;-43,75;-32,25;-32,75;63,46
24,666;-266,50;-17,50;29,50;268,70
24,698;-118,25;-191,25;-157,25;274,39
24,753;-55,25;-144,75;-134,25;205,01
24,798;-40,00;-81,75;-100,25;135,40
24,853;-38,50;-42,25;-81,25;99,34
24,901;-39,75;-22,25;-72,75;85,84
25,000;-41,75;-8,75;-67,25;79,64
25,052;-43,00;-7,25;-67,25;80,15
25,156;-43,25;-5,50;-66,75;79,73
25,201;-43,75;-5,00;-66,75;79,97
25,257;-44,50;-4,25;-67,00;80,54
25,361;-43,75;-4,00;-66,25;79,49
25,453;-43,75;-3,75;-65,75;79,06
25,502;-43,75;-3,25;-66,00;79,25
25,558;-44,00;-3,00;-66,00;79,38
25,602;-44,50;-2,50;-66,00;79,64
25,656;-44,50;-2,50;-66,00;79,64
25,702;-45,25;-1,25;-65,00;79,21
25,755;-47,25;1,50;-62,50;78,36
25,802;-54,25;8,75;-55,50;78,10
25,862;-79,25;28,75;-4,25;84,41
25,902;90,75;-41,75;139,75;171,78
25,960;74,75;60,00;20,25;97,97
26,065;-18,50;32,75;-54,25;66,01
26,171;-33,50;14,25;-61,75;71,68
26,203;-39,50;5,00;-65,00;76,22
26,253;-42,25;0,50;-66,00;78,37
26,305;-42,50;-1,25;-66,25;78,72
26,353;-43,75;-2,75;-66,75;79,86
26,403;-43,25;-2,75;-67,00;79,79
26,454;-43,25;-3,25;-67,00;79,81
26,506;-43,75;-4,75;-66,75;79,95
26,553;-43,00;-4,50;-67,00;79,74
26,603;-42,75;-3,75;-66,75;79,35
26,654;-42,75;-4,00;-66,50;79,16
26,706;-43,00;-4,25;-66,25;79,10
26,754;-43,00;-4,50;-66,50;79,32
26,805;-42,50;-5,00;-66,50;79,08
26,854;-42,00;-5,25;-65,75;78,20
26,907;-43,00;-6,25;-65,25;78,39
26,979;-42,25;-7,75;-64,00;77,08
27,006;-41,50;-11,50;-60,75;74,47
27,073;-42,50;-22,25;-49,00;68,57
27,107;-42,50;-22,25;-49,00;68,57
27,207;-191,50;-133,75;-464,00;519,48
27,269;-96,00;-94,75;-259,75;292,68
27,308;-59,25;-54,00;-151,50;171,40
27,373;-46,50;-29,50;-102,00;115,92
27,407;-43,00;-17,25;-81,00;93,31
27,473;-42,75;-11,25;-72,50;84,91
27,508;-42,25;-7,00;-69,50;81,64
27,607;-43,00;-4,75;-67,00;79,75
27,671;-43,75;-4,75;-67,75;80,79
27,708;-43,75;-4,25;-67,50;80,55
27,807;-43,25;-4,25;-66,50;79,44
27,879;-43,75;-3,75;-66,50;79,69
27,908;-44,00;-3,75;-67,00;80,24
27,984;-44,00;-3,75;-66,75;80,04
28,008;-44,75;-4,00;-67,00;80,67
28,067;-44,50;-3,75;-66,50;80,10
28,109;-44,50;-3,75;-66,50;80,10
28,175;-45,00;-2,00;-65,50;79,49
28,207;-47,00;0,00;-64,00;79,40
28,271;-51,75;4,25;-59,50;78,97
28,308;-67,50;17,25;-37,00;78,88
28,379;-91,50;9,25;136,50;164,59
28,408;154,75;129,75;-80,00;217,22
28,469;76,50;128,75;-109,00;185,23
28,510;9,25;79,25;-93,75;123,11
28,609;-37,50;17,75;-72,75;83,75
28,678;-42,25;7,00;-69,50;81,64
28,709;-43,50;1,50;-67,75;80,53
28,780;-44,75;-0,75;-67,25;80,78
28,809;-45,00;-2,00;-67,50;81,15
28,875;-44,25;-3,00;-67,00;80,35
28,909;-44,00;-3,00;-66,50;79,80
29,009;-43,50;-4,00;-67,00;79,98
29,069;-43,75;-4,00;-67,00;80,12
29,109;-43,75;-4,00;-67,00;80,12
29,187;-43,75;-4,75;-67,00;80,16
29,277;-43,25;-5,25;-66,75;79,71
29,310;-43,00;-5,75;-66,50;79,40
29,410;-41,75;-7,75;-65,75;78,27
29,461;-41,25;-10,25;-63,25;76,20
29,515;-41,50;-16,75;-56,75;72,27
29,564;-49,00;-38,25;-24,25;66,72
29,614;-294,00;-18,50;-4,25;294,61
29,664;-118,75;-218,50;-267,00;364,87
29,718;-43,75;-176,25;-204,00;273,12
29,815;-33,50;-54,75;-96,25;115,69
29,865;-36,75;-28,50;-79,75;92,32
29,916;-39,25;-17,00;-72,00;83,75
29,966;-40,50;-11,00;-69,25;80,97
30,015;-41,50;-8,25;-68,00;80,09
30,066;-41,50;-8,25;-68,00;80,09
30,116;-42,75;-6,25;-67,50;80,14
30,167;-42,75;-5,50;-67,00;79,67
30,216;-43,75;-4,75;-66,75;79,95
30,266;-43,75;-3,75;-66,75;79,90
30,317;-43,25;-4,00;-66,50;79,43
30,366;-43,75;-4,00;-66,75;79,91
30,417;-44,75;-4,50;-67,25;80,90
30,465;-44,50;-3,75;-66,50;80,10
30,516;-44,50;-2,50;-65,75;79,43
30,566;-45,50;-2,00;-65,75;79,98
30,616;-45,50;-1,75;-65,75;79,98
30,665;-46,50;0,00;-64,50;79,51
30,717;-49,50;3,50;-60,75;78,44
30,816;-91,00;31,50;31,75;101,40
30,867;181,50;-38,75;67,00;197,31
30,917;125,75;76,50;-44,25;153,70
30,967;34,25;73,00;-71,00;107,44
31,018;-13,00;45,00;-73,00;86,74
31,117;-31,75;20,75;-69,75;79,40
31,217;-42,50;2,00;-67,50;79,79
31,266;-43,25;-0,50;-67,00;79,75
31,319;-43,75;-2,00;-66,75;79,83
31,416;-43,50;-2,75;-66,50;79,51
31,467;-44,00;-3,25;-66,50;79,80
31,517;-43,75;-3,75;-66,50;79,69
31,567;-43,75;-4,25;-66,25;79,51
31,617;-42,50;-4,25;-66,25;78,82
31,666;-43,00;-4,00;-66,00;78,87
31,718;-42,75;-4,75;-66,00;78,78
31,819;-41,75;-6,25;-65,25;77,72
31,867;-41,75;-7,50;-64,25;76,99
31,919;-41,50;-10,00;-63,25;76,31
32,018;-40,25;-28,50;-40,00;63,50
32,071;-40,25;-28,50;-40,00;63,50
32,120;-343,25;-1,25;-634,75;721,62
32,169;-162,00;-101,00;-466,25;503,82
32,219;-75,00;-88,00;-265,50;289,58
32,268;-47,25;-56,50;-155,25;171,84
32,327;-40,25;-33,00;-104,25;116,52
32,369;-39,25;-19,75;-83,00;93,91
32,419;-40,00;-12,50;-73,75;84,83
32,469;-41,00;-9,00;-69,50;81,19
32,522;-41,50;-7,00;-68,00;79,97
32,619;-42,00;-4,50;-67,50;79,63
32,669;-43,00;-4,00;-67,25;79,92
32,721;-43,25;-4,25;-66,75;79,65
32,821;-43,50;-3,75;-66,50;79,55
32,870;-44,00;-3,75;-67,00;80,24
32,921;-44,25;-3,25;-66,75;80,15
32,969;-44,25;-2,25;-66,25;79,70
33,020;-44,75;-1,50;-65,50;79,34
33,071;-44,75;-1,50;-65,50;79,34
33,121;-46,00;0,25;-64,50;79,22
33,171;-48,25;2,75;-62,25;78,81
33,221;-54,00;10,50;-54,50;77,44
33,270;-71,25;31,50;-14,75;79,29
33,321;-24,50;20,00;198,75;201,25
33,371;155,25;164,75;-33,50;228,84
33,421;74,25;151,75;-86,75;189,91
33,470;8,50;92,75;-84,50;125,76
33,522;-23,00;48,00;-76,75;93,40
33,622;-41,75;9,25;-69,75;81,81
33,670;-43,00;2,75;-68,25;80,71
33,722;-43,00;-0,75;-66,75;79,40
