time;x;y;z;MF
5,240;-44,50;-4,75;-65,25;79,12
5,292;-44,00;-5,25;-65,50;79,08
5,339;-43,75;-4,50;-65,75;79,10
5,395;-44,25;-4,25;-65,75;79,37
5,491;-42,75;-4,25;-66,00;78,75
5,542;-42,75;-4,25;-66,00;78,75
5,593;-5,25;1,00;-65,25;65,47
5,692;13,50;-37,00;10,00;40,64
5,743;-16,00;-21,75;-29,25;39,81
5,795;-30,50;-12,75;-49,75;59,73
5,843;-37,75;-8,75;-58,50;70,17
5,894;-41,75;-6,75;-62,50;75,46
5,942;-43,50;-5,50;-64,50;77,99
5,995;-43,50;-5,25;-65,25;78,60
6,043;-43,25;-4,50;-65,25;78,41
6,093;-43,75;-4,75;-66,00;79,33
6,142;-43,00;-5,00;-66,50;79,35
6,195;-43,25;-4,75;-66,25;79,26
6,243;-43,25;-5,25;-66,50;79,50
6,295;-44,25;-5,25;-66,75;80,26
6,344;-43,75;-4,75;-66,75;79,95
6,395;-43,25;-4,50;-66,75;79,66
6,443;-43,75;-5,00;-66,75;79,97
6,493;-44,25;-4,75;-66,50;80,02
6,544;-43,75;-4,25;-66,50;79,71
6,596;-43,75;-4,75;-66,25;79,53
6,645;-44,25;-5,50;-66,50;80,07
6,696;-44,00;-5,50;-66,25;79,72
6,745;-44,00;-6,00;-65,75;79,34
6,797;-44,25;-7,50;-64,50;78,58
6,846;-48,25;-21,25;-51,50;73,70
6,896;-294,25;398,25;-603,00;780,25
6,945;-171,00;212,00;-394,50;479,39
6,997;-97,25;89,25;-220,25;256,77
7,046;-65,25;33,25;-132,25;151,17
7,097;-51,50;10,25;-93,75;107,45
7,146;-46,50;0,25;-76,75;89,74
7,199;-45,00;-2,75;-70,25;83,47
7,248;-44,25;-3,75;-67,75;81,01
7,299;-43,50;-4,50;-66,50;79,59
7,348;-43,25;-4,75;-66,75;79,68
7,404;-43,00;-4,25;-66,25;79,10
7,449;-43,50;-4,25;-66,00;79,16
7,498;-43,75;-4,75;-65,75;79,12
7,549;-43,75;-4,75;-65,75;79,12
7,601;-43,75;-5,00;-65,50;78,93
7,650;-43,75;-4,50;-65,50;78,90
7,699;-43,75;-4,75;-65,75;79,12
7,750;-44,50;-4,50;-66,25;79,93
7,801;-44,50;-4,50;-66,75;80,35
7,900;-44,00;-4,25;-66,25;79,64
7,951;-43,75;-4,25;-66,75;79,92
8,002;-43,75;-3,50;-66,50;79,68
8,051;-43,00;-2,50;-66,25;79,02
8,105;-41,50;0,50;-63,50;75,86
8,152;1,25;49,50;-8,00;50,16
8,211;87,75;73,25;11,00;114,83
8,303;-3,75;14,50;-45,00;47,43
8,353;-24,75;3,00;-56,75;61,98
8,411;-34,75;-1,75;-62,25;71,31
8,506;-42,25;-4,50;-65,25;77,86
8,604;-43,00;-5,25;-65,75;78,74
8,652;-43,75;-5,25;-66,75;79,98
8,705;-43,75;-5,25;-66,75;79,98
8,803;-44,25;-4,75;-66,25;79,81
8,853;-44,00;-4,50;-66,75;80,07
8,906;-43,50;-4,75;-66,50;79,61
8,954;-43,75;-5,25;-66,25;79,57
9,007;-44,25;-5,50;-65,75;79,44
9,106;-44,25;-5,50;-65,75;79,44
9,155;-44,25;-5,50;-65,75;79,44
9,207;-44,25;-5,50;-65,75;79,44
9,306;-43,50;-6,50;-65,50;78,90
9,357;-46,00;-10,75;-63,25;78,94
9,410;-69,00;-37,00;-24,00;81,89
9,456;213,75;-113,75;-290,25;377,99
9,507;127,50;-84,50;-207,00;257,38
9,608;39,25;-44,75;-132,50;145,26
9,657;-7,25;-22,25;-94,75;97,60
9,708;-28,50;-12,00;-78,25;84,14
9,757;-37,50;-7,50;-71,00;80,64
9,808;-41,25;-6,25;-68,00;79,78
9,857;-42,00;-5,25;-67,25;79,46
9,908;-43,00;-4,75;-66,75;79,54
9,957;-43,50;-4,75;-66,25;79,40
10,009;-43,75;-4,50;-66,00;79,31
10,058;-44,00;-4,75;-66,25;79,67
10,108;-44,25;-4,25;-66,50;79,99
10,157;-44,25;-4,75;-66,75;80,23
10,214;-43,25;-4,75;-66,25;79,26
10,312;-43,75;-4,00;-66,25;79,49
10,362;-43,75;-4,00;-66,25;79,49
10,413;-44,50;-4,50;-66,25;79,93
10,512;-44,75;-3,25;-64,75;78,78
10,562;-44,75;-3,25;-64,75;78,78
10,613;-46,50;0,50;-62,75;78,10
10,712;474,50;-245,25;-144,00;553,20
10,763;267,25;-110,50;-124,75;314,95
10,814;101,25;-43,50;-95,50;145,82
10,862;18,50;-17,75;-79,25;83,29
10,913;-17,75;-8,25;-71,75;74,37
10,964;-33,50;-5,25;-68,75;76,66
11,015;-39,25;-4,25;-67,50;78,20
11,063;-41,50;-4,25;-67,00;78,93
11,114;-42,00;-4,00;-66,25;78,54
11,163;-43,25;-4,75;-66,25;79,26
11,214;-43,50;-4,50;-66,50;79,59
11,263;-43,50;-4,50;-66,25;79,38
11,314;-43,25;-4,50;-66,00;79,04
11,363;-43,50;-4,75;-66,50;79,61
11,414;-43,50;-4,50;-66,50;79,59
11,464;-43,00;-5,25;-66,50;79,37
11,515;-42,50;-5,00;-66,25;78,87
11,564;-42,50;-5,00;-66,25;78,87
11,615;-43,00;-4,75;-66,00;78,91
11,666;-43,25;-4,75;-66,25;79,26
11,715;-44,25;-4,50;-66,50;80,00
11,765;-44,50;-3,75;-66,75;80,31
11,817;-45,50;-3,25;-66,75;80,85
11,866;-49,25;-0,75;-68,00;83,97
11,916;-68,00;19,00;-81,00;107,45
11,966;77,75;118,25;-732,50;746,05
12,017;6,75;43,75;-455,25;457,40
12,067;-27,25;12,75;-245,75;247,58
12,124;-39,00;0,75;-142,75;147,98
12,174;-42,75;-3,75;-98,00;106,98
12,223;-43,50;-5,00;-80,00;91,20
12,320;-42,75;-5,00;-69,25;81,54
12,371;-42,75;-5,25;-67,25;79,86
12,426;-43,50;-4,50;-67,00;80,01
12,522;-43,25;-5,00;-66,50;79,48
12,572;-43,25;-5,00;-66,50;79,48
12,624;-43,00;-4,75;-67,25;79,96
12,672;-43,25;-4,50;-67,00;79,87
12,722;-43,50;-4,50;-66,75;79,80
12,771;-44,00;-4,25;-67,00;80,27
12,823;-44,25;-3,75;-67,25;80,59
12,873;-44,00;-3,75;-67,25;80,45
12,922;-43,75;-4,25;-67,75;80,76
12,971;-44,50;-3,75;-67,50;80,94
13,024;-44,00;-3,00;-66,75;80,00
13,122;-43,00;1,00;-64,50;77,53
13,172;-41,25;16,75;-52,00;68,46
13,223;161,75;122,00;293,25;356,43
13,272;112,75;134,50;138,50;223,57
13,323;36,75;75,75;27,50;88,57
13,372;-7,50;33,75;-26,75;43,71
13,424;-27,75;13,00;-50,00;58,64
13,472;-36,25;2,50;-60,50;70,57
13,523;-40,75;-2,00;-64,50;76,32
13,572;-40,75;-2,00;-64,50;76,32
13,623;-42,00;-3,50;-65,50;77,89
13,673;-42,75;-4,50;-66,50;79,18
13,724;-44,00;-5,25;-67,25;80,54
13,772;-44,00;-5,25;-67,50;80,75
13,824;-43,75;-4,75;-67,75;80,79
13,873;-44,25;-4,25;-68,00;81,24
13,923;-44,50;-4,50;-68,00;81,39
13,972;-44,50;-4,25;-68,00;81,38
14,026;-43,75;-3,75;-67,25;80,32
14,124;-44,50;-5,00;-67,50;81,00
14,174;-44,50;-5,25;-66,75;80,40
14,225;-44,75;-5,25;-67,25;80,95
14,274;-45,50;-4,50;-67,25;81,32
14,325;-45,75;-4,25;-67,00;81,24
14,375;-48,25;-4,00;-67,25;82,87
14,429;-66,50;0,50;-69,00;95,83
14,525;-128,25;62,25;-471,75;492,82
14,575;-128,25;62,25;-471,75;492,82
14,626;-81,00;12,75;-258,00;270,72
14,676;-58,25;0,00;-149,00;159,98
14,777;-44,50;-4,25;-81,75;93,17
14,827;-44,50;-4,25;-73,50;86,03
14,926;-43,50;-4,50;-69,00;81,69
14,974;-43,50;-4,50;-68,00;80,85
15,025;-44,50;-4,50;-68,00;81,39
15,075;-43,75;-4,00;-68,00;80,96
15,125;-43,25;-3,75;-68,00;80,68
15,174;-42,75;-4,00;-68,00;80,42
15,227;-43,50;-4,50;-67,25;80,22
15,326;-43,50;-3,75;-67,00;79,97
15,375;-43,00;-3,50;-67,00;79,69
15,425;-43,75;-3,50;-66,50;79,68
15,475;-43,75;-3,25;-66,75;79,88
15,528;-43,00;-3,25;-66,25;79,05
15,628;-42,50;0,25;-64,25;77,03
15,676;-38,00;14,25;-54,25;67,75
15,726;121,75;139,25;172,75;253,09
15,775;146,75;171,50;82,50;240,32
15,827;65,75;95,50;5,50;116,08
15,877;9,25;42,00;-34,00;54,82
15,927;-19,50;15,25;-52,50;58,04
15,977;-32,75;3,50;-61,00;69,32
16,028;-38,75;-1,75;-64,25;75,05
16,077;-41,00;-2,75;-65,75;77,53
16,128;-42,75;-4,00;-66,50;79,16
16,178;-43,25;-4,25;-66,50;79,44
16,230;-43,75;-4,75;-67,25;80,37
16,278;-44,25;-4,50;-67,00;80,42
16,329;-44,00;-4,75;-66,75;80,09
16,378;-43,75;-4,50;-66,75;79,94
16,431;-43,75;-4,50;-66,50;79,73
16,478;-44,00;-4,75;-66,50;79,88
16,529;-44,25;-4,50;-67,00;80,42
16,579;-44,25;-4,50;-67,00;80,42
16,631;-44,25;-4,50;-67,00;80,42
16,730;-44,00;-5,25;-66,75;80,12
16,779;-44,25;-5,25;-66,00;79,63
16,832;-45,50;-5,75;-65,25;79,76
16,880;-48,50;-7,50;-64,50;81,05
16,938;-63,75;-17,00;-54,75;85,74
16,982;-357,75;254,75;-466,25;640,52
17,034;-160,00;52,75;-352,50;390,69
17,085;-79,00;-5,25;-207,75;222,33
17,138;-52,75;-13,25;-128,25;139,31
17,188;-45,50;-11,25;-92,50;103,70
17,237;-42,75;-8,50;-77,50;88,92
17,336;-43,00;-5,25;-69,50;81,90
17,386;-42,50;-4,75;-68,25;80,54
17,436;-42,50;-4,50;-67,50;79,89
17,485;-42,75;-4,00;-67,25;79,79
17,541;-43,00;-4,00;-67,50;80,13
17,641;-43,00;-3,75;-67,75;80,33
17,687;-43,75;-4,00;-68,00;80,96
17,747;-44,25;-4,25;-68,00;81,24
17,794;-44,25;-4,50;-68,00;81,25
17,847;-43,50;-3,75;-68,00;80,81
17,894;-43,50;-2,50;-68,00;80,76
17,943;-43,75;-3,00;-67,00;80,08
17,994;-44,00;-3,00;-66,75;80,00
18,044;-43,50;-2,00;-66,75;79,70
18,093;-42,75;-0,75;-65,50;78,22
18,145;-39,25;2,25;-63,25;74,47
18,195;-12,00;17,75;-48,50;53,02
18,246;506,75;389,25;126,50;651,39
18,295;333,00;237,25;80,25;416,67
18,345;146,50;105,50;11,25;180,88
18,395;43,25;40,50;-30,00;66,41
18,445;-4,75;12,50;-49,75;51,52
18,495;-26,75;1,25;-59,75;65,48
18,545;-26,75;1,25;-59,75;65,48
18,595;-37,00;-2,75;-63,75;73,76
18,646;-40,75;-4,25;-65,75;77,47
18,745;-44,00;-5,25;-66,00;79,50
18,794;-43,75;-4,50;-66,50;79,73
18,846;-44,25;-4,75;-66,75;80,23
18,895;-43,50;-5,00;-66,75;79,83
18,945;-44,50;-5,75;-66,75;80,43
18,994;-44,25;-5,25;-67,50;80,88
19,046;-44,00;-4,75;-67,00;80,30
19,161;-44,00;-5,50;-66,75;80,14
19,195;-43,50;-5,00;-66,25;79,41
19,259;-43,75;-5,00;-66,00;79,34
19,295;-44,00;-6,25;-65,25;78,95
19,353;-44,50;-9,25;-64,00;78,50
19,395;-44,75;-17,50;-57,50;74,93
19,458;-51,25;-58,00;5,00;77,56
19,495;-236,00;544,50;-602,50;845,68
19,562;-236,00;544,50;-602,50;845,68
19,596;-146,75;319,25;-395,25;528,85
19,654;-86,25;143,00;-221,00;277,00
19,696;-59,50;56,75;-132,75;156,15
19,761;-49,00;19,75;-94,25;108,05
19,796;-45,25;5,50;-78,50;90,77
19,860;-44,25;-0,75;-71,50;84,09
19,897;-44,25;-3,00;-68,50;81,60
19,947;-44,25;-4,00;-67,25;80,60
19,997;-44,00;-4,00;-67,00;80,26
20,054;-43,75;-4,00;-67,00;80,12
20,154;-43,75;-4,00;-66,75;79,91
20,259;-44,00;-4,00;-66,00;79,42
20,296;-44,00;-3,75;-66,00;79,41
20,351;-44,00;-3,75;-66,00;79,41
20,407;-44,00;-3,75;-66,00;79,41
20,463;-43,00;-3,75;-66,25;79,07
20,505;-43,00;-4,25;-66,50;79,31
20,605;-38,75;-6,25;-67,25;77,87
20,660;-25,00;-14,50;-69,25;75,04
20,704;83,75;-68,50;-157,50;191,08
20,760;-157,00;441,50;241,00;526,93
20,805;-112,50;226,75;165,00;302,15
20,858;-73,00;86,75;53,75;125,47
20,905;-55,50;27,75;-11,00;63,02
20,955;-48,25;5,50;-42,50;64,53
21,004;-46,00;-1,75;-56,25;72,69
21,059;-44,50;-4,50;-62,25;76,65
21,105;-45,00;-4,75;-65,00;79,20
21,155;-44,25;-5,00;-66,00;79,62
21,208;-44,00;-5,50;-66,75;80,14
21,307;-43,75;-6,00;-66,75;80,04
21,371;-43,25;-5,25;-66,75;79,71
21,408;-43,25;-5,00;-67,00;79,90
21,459;-44,25;-5,75;-67,00;80,50
21,508;-44,00;-5,50;-67,25;80,55
21,559;-44,00;-5,50;-67,25;80,55
21,608;-44,25;-5,25;-67,25;80,67
21,667;-44,00;-5,25;-66,75;80,12
21,709;-43,50;-5,50;-66,25;79,45
21,778;-42,75;-6,50;-65,75;78,69
21,809;-41,75;-7,50;-64,25;76,99
21,879;-38,25;-10,25;-61,00;72,73
21,909;-24,50;-20,75;-44,00;54,47
21,980;51,25;-25,00;160,75;170,56
22,008;394,25;157,25;-75,50;431,12
22,068;251,75;88,00;-92,50;282,27
22,109;106,25;36,75;-80,75;138,42
22,165;25,75;12,25;-72,75;78,14
22,209;-12,75;2,00;-69,25;70,44
22,270;-29,25;-2,50;-67,75;73,84
22,309;-37,25;-3,50;-67,25;76,96
22,374;-40,75;-4,75;-67,50;78,99
22,409;-42,25;-4,50;-67,25;79,55
22,479;-43,50;-4,75;-67,25;80,23
22,510;-43,00;-5,00;-67,25;79,98
22,577;-43,50;-4,75;-67,25;80,23
22,611;-43,25;-5,25;-67,25;80,13
22,665;-43,00;-4,25;-67,25;79,94
22,775;-44,00;-5,00;-67,50;80,73
22,810;-43,50;-5,50;-67,75;80,70
22,863;-43,25;-5,25;-67,00;79,92
22,910;-43,75;-6,00;-66,75;80,04
22,974;-43,50;-7,00;-66,25;79,56
23,011;-42,50;-7,75;-66,75;79,51
23,069;-41,50;-9,75;-66,50;78,99
23,111;-40,00;-16,75;-67,75;80,44
23,174;-28,50;-46,00;-78,00;94,93
23,210;87,25;-222,25;-372,00;442,03
23,274;-278,50;-34,50;-123,00;306,40
23,365;-123,00;-28,75;-50,00;135,85
23,412;-77,50;-20,75;-55,50;97,56
23,474;-57,25;-14,75;-60,25;84,41
23,512;-49,50;-10,25;-63,75;81,36
23,612;-45,75;-8,25;-65,00;79,91
23,668;-44,75;-7,00;-66,00;80,05
23,765;-42,75;-5,50;-66,50;79,25
23,811;-42,50;-5,00;-66,75;79,29
23,877;-43,00;-5,25;-66,25;79,16
23,975;-44,00;-4,75;-66,50;79,88
24,012;-43,50;-4,75;-66,25;79,40
24,074;-43,50;-4,75;-65,75;78,98
24,112;-43,50;-4,75;-65,75;78,98
24,176;-43,50;-4,75;-65,75;78,98
24,212;-41,75;-5,25;-65,50;77,85
24,280;-41,50;-6,00;-65,00;77,35
24,368;-34,00;-14,75;-56,75;67,78
24,415;-19,00;-42,75;-12,50;48,42
24,465;-124,75;109,25;318,75;359,30
24,569;120,50;-16,00;15,50;122,54
24,612;67,25;-30,25;-49,00;88,54
24,669;11,75;-23,00;-62,50;67,63
24,713;-17,75;-15,75;-65,75;69,90
24,772;-32,25;-10,50;-67,00;75,10
24,868;-41,75;-6,25;-66,25;78,56
24,970;-43,50;-5,50;-66,00;79,24
25,014;-44,00;-5,50;-66,50;79,93
25,084;-44,00;-5,50;-66,75;80,14
25,165;-43,75;-6,00;-66,25;79,62
25,214;-43,75;-5,50;-66,25;79,58
25,274;-42,75;-5,50;-66,50;79,25
25,316;-43,00;-5,75;-66,25;79,19
25,375;-43,50;-6,75;-67,00;80,17
25,474;-41,25;-7,25;-66,50;78,59
25,566;-40,25;-8,75;-67,25;78,86
25,615;-29,50;-20,50;-70,00;78,68
25,676;24,25;-60,75;-102,00;121,17
25,766;131,75;257,25;-38,75;291,61
25,818;60,00;92,75;-9,75;110,89
25,868;10,25;26,75;-30,00;41,48
25,967;-30,75;-3,00;-57,50;65,27
26,016;-36,75;-4,50;-61,75;72,00
26,068;-40,00;-5,25;-64,25;75,87
26,118;-42,25;-5,50;-65,75;78,35
26,167;-42,25;-5,50;-66,00;78,56
26,220;-43,00;-5,50;-65,75;78,75
26,268;-43,75;-5,50;-66,00;79,37
26,318;-43,25;-5,50;-66,00;79,10
26,367;-43,25;-5,50;-66,25;79,31
26,418;-43,50;-5,00;-65,75;79,00
26,468;-44,00;-5,75;-66,50;79,95
26,517;-44,25;-6,00;-66,50;80,10
26,567;-44,25;-6,00;-66,50;80,10
26,617;-43,50;-6,75;-66,75;79,96
26,668;-44,00;-7,25;-66,75;80,28
26,768;-43,50;-10,75;-64,25;78,33
26,819;-43,25;-15,00;-60,75;76,07
26,869;-46,75;-29,50;-46,25;72,08
26,919;-99,75;-71,25;49,75;132,29
26,968;-210,75;269,25;-808,00;877,37
27,019;-65,25;58,50;-576,75;583,37
27,090;-30,00;-12,75;-317,75;319,42
27,188;-33,50;-18,00;-113,00;119,23
27,224;-38,00;-13,25;-86,00;94,95
27,281;-40,25;-10,25;-75,50;86,17
27,395;-41,50;-6,50;-68,00;79,93
27,420;-42,75;-6,00;-67,50;80,12
27,486;-42,50;-5,50;-66,75;79,32
27,597;-42,50;-4,75;-66,75;79,27
27,619;-42,75;-5,00;-67,25;79,84
27,681;-42,25;-5,50;-67,00;79,40
27,720;-43,00;-5,00;-66,75;79,56
27,791;-42,25;-4,75;-66,75;79,14
27,820;-42,50;-5,00;-67,25;79,71
27,892;-42,00;-4,75;-66,75;79,01
27,920;-41,75;-5,25;-66,25;78,48
27,969;-40,00;-6,50;-66,50;77,87
28,021;-38,25;-8,25;-66,75;77,37
28,094;-32,50;-12,25;-67,25;75,69
28,195;127,00;-84,75;-197,25;249,44
28,221;-82,50;547,50;94,00;561,60
28,294;-68,25;271,75;128,75;308,35
28,395;-41,75;25,50;-6,25;49,32
28,422;-41,00;1,00;-37,50;55,57
28,494;-41,75;-5,25;-53,25;67,87
28,522;-43,25;-7,25;-60,50;74,72
28,592;-43,25;-7,25;-60,50;74,72
28,622;-43,25;-7,00;-64,00;77,56
28,689;-43,75;-6,50;-65,25;78,83
28,788;-44,25;-6,50;-66,00;79,73
28,824;-44,25;-6,25;-66,00;79,71
28,888;-44,00;-6,50;-66,00;79,59
28,989;-43,25;-6,25;-66,25;79,36
29,023;-43,25;-6,00;-66,00;79,14
29,083;-43,50;-6,50;-65,50;78,90
29,124;-43,00;-7,00;-65,25;78,46
29,199;-43,00;-7,00;-65,25;78,46
29,223;-41,75;-8,50;-64,00;76,89
29,288;-40,00;-13,00;-61,25;74,30
29,325;-33,75;-21,75;-51,00;64,91
29,397;-15,75;-50,75;-0,50;53,14
29,425;-31,50;21,50;365,75;367,73
29,480;298,00;82,25;-62,00;315,30
29,524;220,00;16,00;-114,50;248,53
29,596;220,00;16,00;-114,50;248,53
29,625;92,50;-3,25;-96,00;133,35
29,693;19,75;-7,75;-80,25;83,01
29,724;-15,00;-8,00;-72,25;74,22
29,777;-30,75;-7,25;-68,50;75,43
29,876;-40,50;-6,50;-67,50;78,99
29,926;-41,50;-6,25;-66,75;78,85
29,976;-42,25;-6,25;-66,25;78,82
30,026;-43,00;-6,50;-66,50;79,46
30,077;-42,50;-6,25;-66,75;79,38
30,126;-43,00;-6,50;-66,75;79,67
30,176;-43,25;-6,25;-66,75;79,78
30,227;-43,50;-6,50;-66,50;79,73
30,277;-43,25;-6,50;-66,75;79,80
30,327;-42,75;-7,00;-66,75;79,57
30,376;-43,25;-7,25;-66,75;79,87
30,426;-42,00;-8,00;-66,75;79,27
30,477;-40,75;-10,75;-66,75;78,94
30,526;-37,25;-16,75;-67,75;79,11
30,627;8,25;-81,50;-108,75;136,15
30,678;235,50;-147,75;-721,25;772,98
30,727;-79,25;-45,75;-229,50;247,07
30,777;-89,50;-63,50;-69,00;129,63
30,826;-64,75;-52,50;-44,00;94,26
30,878;-50,50;-36,00;-48,75;78,88
30,927;-45,00;-23,75;-55,75;75,48
30,976;-43,00;-16,25;-60,00;75,58
31,029;-42,00;-11,50;-62,50;76,17
31,077;-42,00;-9,00;-63,75;76,87
31,127;-42,00;-8,00;-64,75;77,59
31,178;-42,50;-6,75;-65,50;78,37
31,233;-42,50;-6,25;-65,75;78,54
31,283;-42,75;-6,00;-66,00;78,86
31,333;-42,50;-6,25;-65,75;78,54
31,383;-42,75;-6,50;-65,50;78,49
31,435;-43,00;-6,25;-65,50;78,60
31,484;-42,25;-6,00;-65,75;78,38
31,533;-42,50;-6,25;-65,50;78,33
31,633;-42,00;-7,25;-64,50;77,31
31,684;-40,50;-8,75;-63,25;75,61
31,733;-38,50;-12,50;-60,75;73,00
31,784;-36,00;-20,00;-54,00;67,91
31,834;-31,00;-44,25;-25,00;59,53
31,884;-63,50;-95,50;151,25;189,81
31,934;-112,50;449,00;-585,25;746,17
31,985;44,50;162,00;-487,00;515,16
32,035;39,75;24,50;-286,50;290,28
32,086;6,50;-13,00;-166,25;166,88
32,134;-16,50;-18,25;-109,00;111,74
32,185;-30,50;-16,00;-83,75;90,56
32,238;-36,50;-12,75;-73,50;83,05
32,314;-39,00;-10,00;-69,75;80,54
32,335;-41,00;-8,50;-68,25;80,07
32,385;-41,75;-7,50;-67,25;79,51
32,436;-42,50;-7,25;-66,50;79,25
32,486;-42,00;-7,00;-66,50;78,96
32,535;-42,75;-6,50;-66,50;79,32
32,636;-42,75;-6,75;-67,00;79,76
32,701;-41,75;-6,75;-66,75;79,02
32,743;-42,50;-6,75;-66,75;79,42
32,785;-42,25;-7,00;-67,00;79,52
32,835;-41,50;-7,75;-67,00;79,19
32,886;-40,00;-8,50;-66,75;78,28
32,945;-38,50;-10,25;-66,75;77,74
32,987;-34,00;-13,25;-67,25;76,51
33,040;-24,00;-20,75;-69,75;76,63
33,087;11,25;-43,50;-84,75;95,92
33,186;48,75;490,50;119,50;507,20
33,240;24,00;238,50;174,25;296,35
33,288;4,50;79,25;84,50;115,94
33,347;-13,50;17,00;11,25;24,45
33,387;-25,50;-3,25;-29,00;38,75
33,444;-33,00;-8,00;-48,25;59,00
33,488;-37,25;-8,50;-57,50;69,04
33,539;-39,75;-8,00;-61,50;73,66
33,637;-41,25;-7,50;-64,25;76,72
33,689;-42,50;-7,00;-65,25;78,18
33,743;-42,75;-6,50;-65,75;78,69
33,838;-43,50;-7,25;-66,25;79,59
33,889;-44,00;-7,00;-65,75;79,42
33,939;-43,25;-6,25;-64,75;78,12
33,989;-43,25;-6,75;-65,00;78,37
34,041;-43,50;-7,50;-65,50;78,99
34,091;-43,00;-8,75;-65,50;78,84
34,141;-43,00;-10,25;-64,50;78,19
34,191;-43,00;-13,50;-61,75;76,45
34,242;-41,75;-19,50;-56,50;72,91
