
time;gfx;gFy;gFz;Bx;By;Bz;
2,0630;0,0098;-0,1055;0,9870;-17,7500;-0,7500;26,7500;
2,0730;0,0098;-0,1055;0,9870;-17,7500;-0,7500;26,7500;
2,0830;0,0098;-0,1055;0,9870;-17,7500;-0,7500;26,7500;
2,0930;0,0098;-0,1055;0,9870;-17,7500;-0,7500;26,7500;
2,1040;0,0098;-0,1055;0,9870;-17,7500;-0,7500;26,7500;
2,1120;0,0059;-0,1094;0,9870;-17,7500;-0,7500;26,7500;
2,1130;0,0059;-0,1094;0,9870;-17,7500;-0,7500;26,7500;
2,1160;0,0059;-0,1094;0,9870;-17,7500;-0,7500;26,7500;
2,1230;0,0059;-0,1094;0,9870;-17,7500;-0,7500;26,7500;
2,1330;0,0059;-0,1094;0,9870;-17,7500;-0,7500;26,7500;
2,1430;0,0059;-0,1094;0,9870;-17,7500;-0,7500;26,7500;
2,1550;0,0059;-0,1094;0,9870;-17,7500;-0,7500;26,7500;
2,1630;0,0059;-0,1094;0,9870;-17,7500;-0,7500;26,7500;
2,1730;0,0059;-0,1094;0,9870;-17,7500;-0,7500;26,7500;
2,1830;0,0059;-0,1094;0,9870;-17,7500;-0,7500;26,7500;
2,1940;0,0059;-0,1094;0,9870;-17,7500;-0,7500;26,7500;
2,2080;0,0059;-0,1094;0,9870;-17,7500;-0,7500;26,7500;
2,2130;0,0059;-0,1094;0,9870;-17,7500;-0,7500;26,7500;
2,2230;0,0059;-0,1094;0,9870;-17,7500;-0,7500;26,7500;
2,2330;0,0059;-0,1094;0,9870;-17,7500;-0,7500;26,7500;
2,2430;0,0059;-0,1094;0,9870;-17,7500;-0,7500;26,7500;
2,2540;0,0059;-0,1094;0,9870;-17,7500;-1,7500;26,2500;
2,2550;0,0059;-0,1094;0,9870;-17,7500;-1,7500;26,2500;
2,2630;0,0059;-0,1094;0,9870;-17,7500;-1,7500;26,2500;
2,2730;0,0059;-0,1094;0,9870;-17,7500;-1,7500;26,2500;
2,2830;0,0059;-0,1094;0,9870;-17,7500;-1,7500;26,2500;
2,2940;0,0059;-0,1094;0,9870;-17,7500;-1,7500;26,2500;
2,3060;0,0059;-0,1094;0,9870;-17,7500;-1,7500;26,2500;
2,3120;0,0059;-0,1055;0,9890;-17,7500;-1,7500;26,2500;
2,3140;0,0059;-0,1055;0,9890;-17,7500;-1,7500;26,2500;
2,3150;0,0059;-0,1055;0,9890;-17,7500;-1,7500;26,2500;
2,3230;0,0059;-0,1055;0,9890;-17,7500;-1,7500;26,2500;
2,3330;0,0059;-0,1055;0,9890;-17,7500;-1,7500;26,2500;
2,3430;0,0059;-0,1055;0,9890;-17,7500;-1,7500;26,2500;
2,3550;0,0059;-0,1055;0,9890;-17,7500;-1,7500;26,2500;
2,3630;0,0059;-0,1055;0,9890;-17,7500;-1,7500;26,2500;
2,3860;0,0059;-0,1055;0,9890;-17,7500;-1,7500;26,2500;
2,3870;0,0059;-0,1055;0,9890;-17,7500;-1,7500;26,2500;
2,3930;0,0059;-0,1055;0,9890;-17,7500;-1,7500;26,2500;
2,4060;0,0059;-0,1055;0,9890;-17,7500;-1,7500;26,2500;
2,4130;0,0059;-0,1055;0,9890;-17,7500;-1,7500;26,2500;
2,4230;0,0059;-0,1055;0,9890;-17,7500;-1,7500;26,2500;
2,4330;0,0059;-0,1055;0,9890;-17,7500;-1,7500;26,2500;
2,4430;0,0059;-0,1055;0,9890;-17,7500;-1,7500;26,2500;
2,4540;0,0059;-0,1055;0,9890;-17,7500;-1,7500;26,2500;
2,4550;0,0059;-0,1055;0,9890;-17,5000;-0,5000;26,5000;
2,4630;0,0059;-0,1055;0,9890;-17,5000;-0,5000;26,5000;
2,4740;0,0059;-0,1055;0,9890;-17,5000;-0,5000;26,5000;
2,4830;0,0059;-0,1055;0,9890;-17,5000;-0,5000;26,5000;
2,5010;0,0059;-0,1055;0,9890;-17,5000;-0,5000;26,5000;
2,5030;0,0059;-0,1055;0,9890;-17,5000;-0,5000;26,5000;
2,5120;0,0059;-0,1094;0,9870;-17,5000;-0,5000;26,5000;
2,5130;0,0059;-0,1094;0,9870;-17,5000;-0,5000;26,5000;
2,5260;0,0059;-0,1094;0,9870;-17,5000;-0,5000;26,5000;
2,5370;0,0059;-0,1094;0,9870;-17,5000;-0,5000;26,5000;
2,5490;0,0059;-0,1094;0,9870;-17,5000;-0,5000;26,5000;
2,5600;0,0059;-0,1094;0,9870;-17,5000;-0,5000;26,5000;
2,5800;0,0059;-0,1094;0,9870;-17,5000;-0,5000;26,5000;
2,5950;0,0059;-0,1094;0,9870;-17,5000;-0,5000;26,5000;
2,6170;0,0059;-0,1094;0,9870;-17,5000;-0,5000;26,5000;
2,6310;0,0059;-0,1094;0,9870;-17,5000;-0,5000;26,5000;
2,6460;0,0059;-0,1094;0,9870;-17,5000;-0,5000;26,5000;
2,6570;0,0059;-0,1094;0,9870;-18,0000;-0,7500;26,2500;
2,6600;0,0059;-0,1094;0,9870;-18,0000;-0,7500;26,2500;
2,6680;0,0059;-0,1094;0,9870;-18,0000;-0,7500;26,2500;
2,6800;0,0059;-0,1094;0,9870;-18,0000;-0,7500;26,2500;
2,6970;0,0059;-0,1094;0,9870;-18,0000;-0,7500;26,2500;
2,7100;0,0059;-0,1094;0,9870;-18,0000;-0,7500;26,2500;
2,7120;0,0020;-0,1055;0,9890;-18,0000;-0,7500;26,2500;
2,7120;0,0020;-0,1055;0,9890;-18,0000;-0,7500;26,2500;
2,7290;0,0020;-0,1055;0,9890;-18,0000;-0,7500;26,2500;
2,7330;0,0020;-0,1055;0,9890;-18,0000;-0,7500;26,2500;
2,7430;0,0020;-0,1055;0,9890;-18,0000;-0,7500;26,2500;
2,7530;0,0020;-0,1055;0,9890;-18,0000;-0,7500;26,2500;
2,7670;0,0020;-0,1055;0,9890;-18,0000;-0,7500;26,2500;
2,7760;0,0020;-0,1055;0,9890;-18,0000;-0,7500;26,2500;
2,7870;0,0020;-0,1055;0,9890;-18,0000;-0,7500;26,2500;
2,7980;0,0020;-0,1055;0,9890;-18,0000;-0,7500;26,2500;
2,8140;0,0020;-0,1055;0,9890;-18,0000;-0,7500;26,2500;
2,8320;0,0020;-0,1055;0,9890;-18,0000;-0,7500;26,2500;
2,8480;0,0020;-0,1055;0,9890;-18,0000;-0,7500;26,2500;
2,8560;0,0020;-0,1055;0,9890;-18,0000;-0,7500;26,2500;
2,8590;0,0020;-0,1055;0,9890;-16,2500;-0,7500;26,5000;
2,8710;0,0020;-0,1055;0,9890;-16,2500;-0,7500;26,5000;
2,8870;0,0020;-0,1055;0,9890;-16,2500;-0,7500;26,5000;
2,8960;0,0020;-0,1055;0,9890;-16,2500;-0,7500;26,5000;
2,9140;0,0020;-0,1055;0,9890;-16,2500;-0,7500;26,5000;
2,9150;0,0059;-0,1075;0,9870;-16,2500;-0,7500;26,5000;
2,9160;0,0059;-0,1075;0,9870;-16,2500;-0,7500;26,5000;
2,9170;0,0059;-0,1075;0,9870;-16,2500;-0,7500;26,5000;
2,9230;0,0059;-0,1075;0,9870;-16,2500;-0,7500;26,5000;
2,9340;0,0059;-0,1075;0,9870;-16,2500;-0,7500;26,5000;
2,9510;0,0059;-0,1075;0,9870;-16,2500;-0,7500;26,5000;
2,9660;0,0059;-0,1075;0,9870;-16,2500;-0,7500;26,5000;
2,9780;0,0059;-0,1075;0,9870;-16,2500;-0,7500;26,5000;
2,9860;0,0059;-0,1075;0,9870;-16,2500;-0,7500;26,5000;
2,9950;0,0059;-0,1075;0,9870;-16,2500;-0,7500;26,5000;
3,0190;0,0059;-0,1075;0,9870;-16,2500;-0,7500;26,5000;
3,0300;0,0059;-0,1075;0,9870;-16,2500;-0,7500;26,5000;
3,0520;0,0059;-0,1075;0,9870;-16,2500;-0,7500;26,5000;
3,0600;0,0059;-0,1075;0,9870;-18,0000;-2,0000;26,5000;
3,0670;0,0059;-0,1075;0,9870;-18,0000;-2,0000;26,5000;
3,0760;0,0059;-0,1075;0,9870;-18,0000;-2,0000;26,5000;
3,0870;0,0059;-0,1075;0,9870;-18,0000;-2,0000;26,5000;
3,0990;0,0059;-0,1075;0,9870;-18,0000;-2,0000;26,5000;
3,1150;0,0078;-0,1036;0,9890;-18,0000;-2,0000;26,5000;
3,1160;0,0078;-0,1036;0,9890;-18,0000;-2,0000;26,5000;
3,1210;0,0078;-0,1036;0,9890;-18,0000;-2,0000;26,5000;
3,1360;0,0078;-0,1036;0,9890;-18,0000;-2,0000;26,5000;
3,1500;0,0078;-0,1036;0,9890;-18,0000;-2,0000;26,5000;
3,1580;0,0078;-0,1036;0,9890;-18,0000;-2,0000;26,5000;
3,1700;0,0078;-0,1036;0,9890;-18,0000;-2,0000;26,5000;
3,1890;0,0078;-0,1036;0,9890;-18,0000;-2,0000;26,5000;
3,2070;0,0078;-0,1036;0,9890;-18,0000;-2,0000;26,5000;
3,2160;0,0078;-0,1036;0,9890;-18,0000;-2,0000;26,5000;
3,2330;0,0078;-0,1036;0,9890;-18,0000;-2,0000;26,5000;
3,2500;0,0078;-0,1036;0,9890;-18,0000;-2,0000;26,5000;
3,2630;0,0078;-0,1036;0,9890;-17,5000;0,0000;26,0000;
3,2730;0,0078;-0,1036;0,9890;-17,5000;0,0000;26,0000;
3,2880;0,0078;-0,1036;0,9890;-17,5000;0,0000;26,0000;
3,3000;0,0078;-0,1036;0,9890;-17,5000;0,0000;26,0000;
3,3130;0,0059;-0,1075;0,9870;-17,5000;0,0000;26,0000;
3,3140;0,0059;-0,1075;0,9870;-17,5000;0,0000;26,0000;
3,3270;0,0059;-0,1075;0,9870;-17,5000;0,0000;26,0000;
3,3390;0,0059;-0,1075;0,9870;-17,5000;0,0000;26,0000;
3,3500;0,0059;-0,1075;0,9870;-17,5000;0,0000;26,0000;
3,3720;0,0059;-0,1075;0,9870;-17,5000;0,0000;26,0000;
3,3880;0,0059;-0,1075;0,9870;-17,5000;0,0000;26,0000;
3,3950;0,0059;-0,1075;0,9870;-17,5000;0,0000;26,0000;
3,4120;0,0059;-0,1075;0,9870;-17,5000;0,0000;26,0000;
3,4330;0,0059;-0,1075;0,9870;-17,5000;0,0000;26,0000;
3,4510;0,0059;-0,1075;0,9870;-17,5000;0,0000;26,0000;
3,4670;0,0059;-0,1075;0,9870;-17,5000;0,0000;26,5000;
3,4720;0,0059;-0,1075;0,9870;-17,5000;0,0000;26,5000;
3,4910;0,0059;-0,1075;0,9870;-17,5000;0,0000;26,5000;
3,5070;0,0059;-0,1075;0,9870;-17,5000;0,0000;26,5000;
3,5280;0,0078;-0,1055;0,9870;-17,5000;0,0000;26,5000;
3,5320;0,0078;-0,1055;0,9870;-17,5000;0,0000;26,5000;
3,5390;0,0078;-0,1055;0,9870;-17,5000;0,0000;26,5000;
3,5410;0,0078;-0,1055;0,9870;-17,5000;0,0000;26,5000;
3,5420;0,0078;-0,1055;0,9870;-17,5000;0,0000;26,5000;
3,5430;0,0078;-0,1055;0,9870;-17,5000;0,0000;26,5000;
3,5590;0,0078;-0,1055;0,9870;-17,5000;0,0000;26,5000;
3,5740;0,0078;-0,1055;0,9870;-17,5000;0,0000;26,5000;
3,5880;0,0078;-0,1055;0,9870;-17,5000;0,0000;26,5000;
3,5990;0,0078;-0,1055;0,9870;-17,5000;0,0000;26,5000;
3,6210;0,0078;-0,1055;0,9870;-17,5000;0,0000;26,5000;
