time;x;y;z;MF
13,361;-43,75;-4,25;-66,00;79,30
13,414;-44,00;-4,75;-65,75;79,26
13,522;-38,75;-6,00;-65,25;76,13
13,561;-12,00;-5,50;-66,75;68,04
13,617;-24,00;185,75;222,25;290,64
13,727;-27,00;40,00;25,00;54,35
13,814;-38,25;2,50;-48,75;62,02
13,928;-41,00;-2,50;-59,50;72,30
14,015;-43,00;-5,00;-65,25;78,30
14,117;-43,00;-5,25;-65,75;78,74
14,214;-43,00;-4,00;-65,50;78,46
14,261;-43,00;-4,50;-65,50;78,48
14,315;-42,50;-4,75;-65,25;78,02
14,363;-42,50;-4,75;-65,75;78,43
14,421;-42,00;-5,00;-66,25;78,60
14,462;-42,00;-5,50;-66,00;78,42
14,520;-43,00;-6,00;-66,00;79,00
14,624;-43,50;-6,25;-66,00;79,29
14,663;-43,00;-6,25;-66,25;79,23
14,717;-43,50;-7,25;-65,75;79,17
14,764;-44,50;-10,25;-62,50;77,41
14,823;-51,75;-28,00;-40,75;71,57
14,919;-40,75;-72,25;-62,75;104,01
14,965;-40,00;-50,75;-66,00;92,37
15,023;-40,75;-29,50;-65,75;82,79
15,117;-42,75;-9,75;-65,75;79,03
15,217;-42,75;-6,25;-66,00;78,88
15,266;-43,25;-5,25;-66,25;79,29
15,328;-43,50;-5,25;-66,00;79,22
15,417;-44,25;-4,50;-66,75;80,21
15,466;-43,75;-5,00;-67,25;80,38
15,519;-43,00;-5,00;-67,00;79,77
15,567;-43,00;-4,75;-66,75;79,54
15,624;-43,50;-4,25;-66,25;79,37
15,666;-43,50;-4,25;-66,25;79,37
15,722;-43,50;-4,25;-66,25;79,37
15,768;-43,50;-4,25;-66,25;79,37
15,818;-43,50;-4,25;-66,25;79,37
15,919;-43,50;-4,25;-66,25;79,37
15,968;-42,75;-5,00;-65,50;78,38
16,018;-39,25;-4,75;-65,25;76,29
16,069;-20,75;-2,00;-63,75;67,07
16,122;31,75;193,75;100,50;220,56
16,220;-6,00;30,00;5,50;31,08
16,269;-23,50;6,25;-33,00;40,99
16,335;-33,25;-1,50;-51,00;60,90
16,370;-38,25;-4,00;-59,50;70,85
16,433;-40,50;-4,75;-63,50;75,47
16,470;-41,50;-4,25;-65,00;77,24
16,529;-43,00;-5,00;-65,25;78,30
16,640;-42,75;-5,00;-65,75;78,59
16,670;-43,25;-5,50;-66,00;79,10
16,738;-44,00;-5,00;-66,50;79,90
16,770;-43,25;-4,75;-67,00;79,89
16,836;-43,25;-4,50;-66,50;79,45
16,871;-43,25;-4,50;-66,50;79,45
16,931;-43,75;-5,25;-66,75;79,98
16,971;-43,50;-5,25;-66,25;79,43
17,030;-44,00;-5,50;-66,00;79,51
17,070;-43,75;-5,75;-65,75;79,18
17,130;-43,75;-6,00;-66,00;79,41
17,170;-43,50;-6,25;-65,75;79,08
17,241;-43,00;-7,50;-64,75;78,09
17,271;-41,50;-11,75;-61,00;74,71
17,339;-33,50;-33,25;-29,75;55,79
17,442;-142,00;140,25;-175,75;265,94
17,471;-75,75;40,75;-123,50;150,50
17,529;-52,50;8,00;-91,75;106,01
17,571;-45,25;-2,50;-76,75;89,13
17,638;-43,25;-5,00;-69,50;82,01
17,670;-43,50;-5,75;-67,50;80,51
17,740;-43,50;-5,50;-66,75;79,86
17,772;-43,00;-5,25;-66,75;79,57
17,830;-43,00;-4,75;-66,25;79,12
17,939;-42,25;-5,00;-66,25;78,73
17,971;-42,75;-4,50;-66,00;78,76
18,038;-43,75;-4,75;-65,50;78,91
18,071;-44,25;-4,75;-66,00;79,60
18,130;-43,25;-4,25;-66,25;79,23
18,171;-43,25;-4,50;-65,75;78,83
18,230;-43,75;-4,75;-66,00;79,33
18,272;-43,25;-5,00;-66,25;79,28
18,330;-43,00;-4,00;-66,00;78,87
18,373;-43,25;-4,25;-66,25;79,23
18,430;-43,00;-4,50;-66,00;78,90
18,472;-40,50;-5,75;-65,50;77,22
18,531;-35,50;-8,50;-65,50;74,98
18,573;-9,00;-18,25;-73,25;76,02
18,637;109,25;157,75;-138,00;236,36
18,673;29,00;49,50;-48,00;74,80
18,731;-9,50;3,00;-41,50;42,68
18,772;-28,75;-7,75;-50,50;58,62
18,826;-37,25;-8,75;-58,50;69,90
18,872;-37,25;-8,75;-58,50;69,90
18,938;-40,25;-7,50;-62,50;74,72
18,973;-42,75;-6,75;-64,00;77,26
19,041;-43,00;-6,25;-65,25;78,39
19,074;-43,50;-5,75;-65,50;78,84
19,130;-43,50;-5,25;-65,75;79,01
19,173;-43,75;-5,25;-66,00;79,36
19,226;-43,50;-4,75;-66,00;79,19
19,274;-43,00;-5,00;-65,75;78,72
19,340;-43,25;-5,00;-66,00;79,07
19,375;-43,25;-4,75;-65,50;78,63
19,441;-43,25;-4,75;-65,50;78,63
19,474;-43,25;-4,75;-65,50;78,63
19,538;-43,25;-4,75;-65,50;78,63
19,641;-42,25;-5,50;-64,75;77,51
19,676;-41,50;-6,25;-64,50;76,95
19,730;-40,00;-8,00;-63,00;75,05
19,775;-35,00;-12,00;-57,75;68,59
19,830;-13,50;-24,50;-18,25;33,40
19,876;-62,00;562,75;-457,75;728,06
19,931;16,75;272,75;-335,00;432,32
20,030;-16,50;38,00;-122,50;129,32
20,077;-30,25;10,50;-89,50;95,06
20,131;-37,25;0,25;-76,25;84,86
20,238;-42,00;-4,25;-67,00;79,19
20,331;-42,75;-5,25;-66,75;79,44
20,380;-43,00;-5,25;-66,25;79,16
20,429;-43,00;-5,50;-66,25;79,17
20,479;-43,25;-5,25;-66,25;79,29
20,553;-43,50;-5,25;-65,75;79,01
20,630;-43,75;-5,00;-66,00;79,34
20,679;-43,75;-5,00;-66,00;79,34
20,756;-42,75;-5,50;-65,50;78,41
20,781;-43,25;-6,00;-65,75;78,93
20,829;-43,25;-6,50;-66,00;79,18
20,888;-43,25;-6,50;-66,00;79,18
20,984;-42,00;-7,00;-66,25;78,75
21,033;-33,50;-15,00;-68,00;77,27
21,083;12,00;-41,50;-92,50;102,09
21,134;89,00;199,75;-220,25;310,37
21,233;-22,50;20,75;-74,00;80,08
21,284;-34,25;-1,00;-65,25;73,70
21,336;-39,50;-6,50;-64,00;75,49
21,435;-42,00;-6,50;-64,00;76,83
21,486;-43,00;-6,25;-64,50;77,77
21,537;-43,00;-5,50;-65,25;78,34
21,636;-42,75;-5,25;-65,50;78,39
21,685;-43,25;-5,25;-66,00;79,08
21,744;-43,25;-4,50;-66,25;79,25
21,835;-43,75;-4,75;-66,50;79,74
21,886;-44,00;-4,75;-66,75;80,09
21,940;-43,25;-4,75;-66,25;79,26
22,036;-43,50;-5,75;-66,25;79,46
22,086;-43,25;-5,50;-65,50;78,68
22,157;-42,50;-5,75;-65,00;77,87
22,239;-37,75;-9,25;-61,75;72,96
22,288;-30,25;-17,75;-48,50;59,85
22,342;5,00;-35,25;89,75;96,55
22,390;51,00;-118,00;-505,50;521,59
22,443;44,50;-121,00;-358,25;380,74
22,489;9,25;-76,00;-207,00;220,70
22,541;-16,25;-42,25;-126,75;134,59
22,590;-30,50;-23,00;-91,00;98,69
22,641;-37,00;-12,75;-76,00;85,48
22,690;-39,75;-8,75;-70,00;80,97
22,742;-41,75;-7,00;-67,25;79,46
22,791;-42,50;-5,75;-67,25;79,76
22,841;-42,50;-5,75;-67,25;79,76
22,891;-42,75;-5,00;-66,25;79,00
22,942;-43,25;-5,00;-66,50;79,48
23,041;-43,50;-5,25;-65,75;79,01
23,090;-43,00;-5,25;-65,75;78,74
23,143;-43,50;-5,25;-65,75;79,01
23,241;-42,50;-5,00;-65,00;77,82
23,291;-42,50;-5,00;-65,00;77,82
23,346;-43,00;-5,50;-66,00;78,96
23,443;-41,25;-7,25;-65,50;77,75
23,494;-37,50;-10,00;-66,00;76,57
23,548;-21,75;-16,50;-69,50;74,67
23,645;-79,00;130,25;104,25;184,59
23,695;-64,00;42,75;77,00;108,87
23,746;-46,75;4,00;13,00;48,69
23,794;-41,00;-6,25;-27,75;49,90
23,844;-41,00;-6,25;-27,75;49,90
23,895;-40,25;-7,00;-48,50;63,41
23,946;-40,75;-6,50;-57,75;70,98
24,045;-43,00;-5,50;-63,75;77,09
24,094;-42,75;-5,25;-65,25;78,18
24,146;-43,00;-5,75;-65,25;78,36
24,196;-43,50;-5,75;-65,25;78,63
24,246;-44,00;-6,00;-65,25;78,93
24,296;-43,25;-5,25;-65,50;78,67
24,347;-43,25;-5,00;-65,75;78,86
24,395;-43,25;-5,50;-66,00;79,10
24,449;-43,50;-5,75;-66,50;79,67
24,498;-43,50;-5,75;-66,50;79,67
24,559;-43,75;-6,00;-65,50;79,00
24,650;-43,00;-7,75;-64,50;77,91
24,698;-41,50;-9,75;-63,00;76,07
24,754;-39,25;-16,00;-57,50;71,43
24,851;-154,00;56,00;247,50;296,83
24,901;-39,00;-173,50;-77,75;194,08
24,960;-13,75;-145,75;-106,25;180,89
25,008;-22,00;-84,25;-90,00;125,23
25,057;-30,25;-44,50;-76,75;93,73
25,107;-36,25;-23,25;-70,00;82,19
25,159;-39,50;-13,75;-67,75;79,62
25,259;-42,25;-7,25;-65,50;78,28
25,307;-43,00;-6,00;-65,50;78,58
25,359;-43,00;-6,25;-65,25;78,39
25,407;-42,75;-5,75;-66,00;78,85
25,457;-43,00;-5,75;-66,25;79,19
25,508;-43,00;-5,50;-66,25;79,17
25,560;-43,75;-5,25;-66,00;79,36
25,658;-43,50;-4,75;-65,75;78,98
25,707;-43,00;-5,00;-65,50;78,51
25,759;-42,75;-5,75;-65,50;78,43
25,807;-42,25;-6,00;-66,00;78,59
25,907;-40,50;-7,00;-66,25;77,96
25,959;-37,50;-8,00;-66,50;76,76
26,008;-28,25;-11,25;-67,00;73,58
26,058;8,50;-16,25;-77,75;79,88
26,107;109,00;140,75;-120,25;214,83
26,160;-1,00;47,25;38,25;60,80
26,208;-23,00;-7,75;21,25;32,26
26,257;-30,25;-18,75;-16,50;39,23
26,308;-35,25;-17,00;-41,25;56,86
26,359;-38,50;-12,75;-54,50;67,93
26,408;-40,25;-10,00;-60,50;73,35
26,459;-41,50;-8,50;-63,00;75,92
26,510;-42,50;-7,25;-64,50;77,58
26,559;-42,50;-6,75;-65,50;78,37
26,609;-42,75;-6,00;-65,50;78,45
26,659;-43,00;-6,00;-65,75;78,79
26,709;-43,50;-6,50;-65,75;79,10
26,764;-43,75;-6,00;-66,00;79,41
26,809;-43,00;-5,50;-66,00;78,96
26,909;-43,00;-5,75;-66,00;78,98
26,960;-43,00;-6,00;-66,25;79,21
27,059;-42,00;-6,75;-65,75;78,31
27,110;-41,25;-6,75;-64,50;76,86
27,162;-40,00;-9,00;-62,75;74,96
27,268;-26,50;-23,25;-42,25;55,03
27,318;19,00;-14,75;119,50;121,90
27,369;-83,00;53,75;-664,00;671,32
27,417;-10,75;-43,75;-475,50;477,63
27,467;-5,25;-48,50;-266,50;270,93
27,518;-18,25;-33,00;-154,00;158,55
27,570;-29,00;-20,00;-102,75;108,62
27,618;-34,75;-12,00;-81,25;89,18
27,669;-38,75;-8,75;-72,50;82,67
27,719;-41,50;-7,00;-69,25;81,04
27,769;-41,75;-6,50;-68,25;80,27
27,819;-41,75;-6,00;-67,50;79,59
27,869;-41,75;-6,00;-67,50;79,59
27,918;-42,75;-5,50;-66,75;79,46
27,969;-42,25;-5,50;-66,75;79,19
28,019;-42,50;-5,25;-67,00;79,52
28,069;-43,25;-5,25;-67,00;79,92
28,119;-44,00;-5,25;-66,75;80,12
28,170;-43,00;-4,75;-67,00;79,75
28,269;-42,50;-6,50;-67,00;79,61
28,320;-41,50;-7,00;-66,75;78,91
28,374;-40,00;-7,25;-67,00;78,37
28,419;-37,50;-9,25;-67,50;77,77
28,470;-31,50;-14,25;-68,75;76,95
28,519;-5,00;-28,25;-77,75;82,87
28,573;124,25;-26,25;-180,25;220,49
28,670;-89,25;53,75;51,75;116,33
28,720;-62,25;0,75;8,75;62,87
28,773;-48,25;-12,75;-27,00;56,74
28,870;-43,75;-13,25;-47,00;65,56
28,921;-42,25;-11,00;-57,25;72,00
28,972;-42,25;-8,50;-61,75;75,30
29,071;-42,50;-7,00;-65,00;77,98
29,120;-42,75;-5,75;-65,75;78,64
29,172;-42,75;-5,50;-65,75;78,62
29,221;-43,00;-5,50;-66,00;78,96
29,273;-43,25;-5,75;-66,00;79,12
29,324;-42,75;-5,50;-66,00;78,83
29,374;-43,50;-5,50;-65,50;78,82
29,424;-42,75;-5,75;-65,00;78,01
29,473;-42,00;-5,75;-65,00;77,60
29,524;-41,50;-6,50;-64,75;77,18
29,574;-41,50;-6,75;-63,75;76,37
29,624;-40,00;-8,00;-62,50;74,63
29,675;-37,00;-11,50;-59,00;70,59
29,775;-1,00;-36,25;18,75;40,82
29,874;-4,75;18,75;-231,00;231,81
29,925;18,25;-65,50;-187,00;198,98
29,975;0,00;-55,75;-127,25;138,93
30,025;-18,50;-36,00;-93,25;101,66
30,074;-29,50;-22,50;-77,25;85,70
30,125;-36,00;-14,50;-70,25;80,26
30,177;-39,50;-10,25;-68,00;79,31
30,276;-42,75;-6,75;-66,50;79,34
30,325;-42,75;-6,25;-66,00;78,88
30,381;-43,25;-5,25;-66,00;79,08
30,429;-42,50;-5,50;-66,75;79,32
30,479;-42,75;-5,75;-66,25;79,05
30,530;-43,00;-5,50;-66,25;79,17
30,582;-42,75;-5,75;-66,25;79,05
30,630;-42,25;-6,00;-66,50;79,01
30,681;-41,25;-6,00;-66,75;78,70
30,731;-40,50;-6,50;-66,25;77,92
30,789;-40,50;-7,50;-66,75;78,44
30,882;-39,75;-7,75;-66,50;77,86
30,931;-32,50;-11,00;-67,25;75,50
30,995;-14,25;-18,25;-70,75;74,44
31,082;112,25;298,75;-73,00;327,38
31,131;45,75;136,75;72,25;161,29
31,201;14,00;35,00;41,75;56,25
31,230;-8,00;0,50;-5,50;9,72
31,284;-22,75;-7,50;-35,75;43,03
31,382;-37,00;-8,00;-59,50;70,52
31,483;-39,75;-6,50;-64,50;76,04
31,531;-40,25;-6,00;-65,00;76,69
31,589;-41,00;-6,50;-65,75;77,76
31,682;-42,25;-5,25;-65,50;78,12
31,731;-42,00;-5,50;-66,00;78,42
31,790;-42,00;-5,75;-66,00;78,44
31,882;-42,00;-5,75;-65,50;78,02
31,932;-42,50;-6,75;-65,00;77,95
31,984;-42,00;-7,50;-65,25;77,96
32,035;-41,75;-8,50;-64,50;77,30
32,092;-41,50;-10,25;-63,00;76,13
32,135;-40,00;-13,00;-60,00;73,27
32,187;-35,00;-20,25;-51,50;65,48
32,286;-35,75;-29,00;231,75;236,28
32,336;-257,25;-108,00;-521,25;591,22
32,391;-122,50;-168,00;-414,00;463,28
32,486;-39,75;-70,00;-146,25;166,94
32,536;-36,75;-39,25;-100,25;113,76
32,592;-37,50;-22,75;-80,50;91,67
32,636;-39,00;-14,50;-72,25;83,37
32,697;-40,50;-9,75;-68,50;80,17
32,741;-41,00;-8,00;-67,25;79,17
32,793;-41,75;-7,25;-66,75;79,06
32,891;-41,25;-7,00;-66,00;78,14
32,941;-41,75;-6,50;-66,00;78,37
32,999;-42,50;-6,00;-65,75;78,52
33,091;-42,00;-5,50;-66,25;78,63
33,142;-42,25;-5,50;-66,25;78,77
33,193;-41,50;-5,50;-66,00;78,16
33,241;-41,50;-5,50;-65,50;77,74
33,291;-40,75;-6,50;-66,25;78,05
33,342;-38,75;-6,75;-65,75;76,62
33,396;-32,75;-8,50;-65,50;73,72
33,492;31,75;-12,25;-84,25;90,86
33,543;163,50;177,00;-139,00;278,18
33,593;49,50;135,00;133,75;196,38
33,642;19,00;34,00;105,25;112,23
33,693;-3,00;-4,00;33,50;33,87
33,743;-18,75;-12,50;-15,50;27,35
33,794;-29,25;-12,50;-41,50;52,29
33,843;-29,25;-12,50;-41,50;52,29
33,893;-36,25;-10,25;-55,00;66,66
33,943;-39,25;-8,00;-61,00;72,98
33,993;-40,75;-7,25;-63,00;75,38
34,043;-41,75;-7,75;-64,25;77,01
34,093;-42,25;-7,25;-64,25;77,24
34,142;-42,75;-6,25;-64,50;77,63
34,194;-42,75;-6,25;-64,75;77,84
34,242;-43,25;-6,25;-64,50;77,91
34,292;-43,25;-6,25;-65,00;78,32
34,343;-43,25;-6,25;-64,75;78,12
34,393;-42,00;-6,25;-64,25;77,01
34,443;-42,00;-7,25;-64,25;77,10
34,494;-41,25;-8,25;-63,50;76,17
34,543;-40,00;-9,50;-62,75;75,02
34,598;-38,00;-11,75;-60,00;71,99
34,645;-32,50;-17,50;-52,75;64,38
34,695;-18,75;-31,00;-26,25;44,74
34,744;17,00;-32,75;119,75;125,31
34,799;-343,50;452,75;-463,00;733,04
