
time;gfx;gFy;gFz;Bx;By;Bz;
0,3180;0,0020;-0,1192;0,9890;-6,7500;-7,2500;36,0000;
0,3270;0,0020;-0,1192;0,9890;-6,7500;-7,2500;36,0000;
0,3370;0,0020;-0,1192;0,9890;-6,7500;-7,2500;36,0000;
0,3470;0,0020;-0,1192;0,9890;-6,7500;-7,2500;36,0000;
0,3570;0,0020;-0,1192;0,9890;-6,7500;-7,2500;36,0000;
0,3670;0,0020;-0,1192;0,9890;-6,7500;-7,2500;36,0000;
0,3770;0,0020;-0,1192;0,9890;-6,7500;-7,2500;36,0000;
0,3920;0,0020;-0,1192;0,9890;-6,7500;-7,2500;36,0000;
0,3970;0,0020;-0,1192;0,9890;-6,7500;-7,2500;36,0000;
0,4070;0,0020;-0,1192;0,9890;-6,7500;-7,2500;36,0000;
0,4150;0,0059;-0,1036;0,9850;-6,7500;-7,2500;36,0000;
0,4170;0,0059;-0,1036;0,9850;-6,7500;-7,2500;36,0000;
0,4200;0,0059;-0,1036;0,9850;-6,7500;-7,2500;36,0000;
0,4270;0,0059;-0,1036;0,9850;-6,7500;-7,2500;36,0000;
0,4370;0,0059;-0,1036;0,9850;-6,7500;-7,2500;36,0000;
0,4470;0,0059;-0,1036;0,9850;-6,7500;-7,2500;36,0000;
0,4570;0,0059;-0,1036;0,9850;-6,7500;-7,2500;36,0000;
0,4680;0,0059;-0,1036;0,9850;-6,7500;-7,2500;36,0000;
0,4770;0,0059;-0,1036;0,9850;-6,7500;-7,2500;36,0000;
0,4870;0,0059;-0,1036;0,9850;-6,7500;-7,2500;36,0000;
0,4970;0,0059;-0,1036;0,9850;-6,7500;-7,2500;36,0000;
0,5070;0,0059;-0,1036;0,9850;-6,7500;-7,2500;36,0000;
0,5130;0,0059;-0,1036;0,9850;-6,2500;-6,7500;35,5000;
0,5180;0,0059;-0,1036;0,9850;-6,2500;-6,7500;35,5000;
0,5270;0,0059;-0,1036;0,9850;-6,2500;-6,7500;35,5000;
0,5380;0,0059;-0,1036;0,9850;-6,2500;-6,7500;35,5000;
0,5480;0,0059;-0,1036;0,9850;-6,2500;-6,7500;35,5000;
0,5570;0,0059;-0,1036;0,9850;-6,2500;-6,7500;35,5000;
0,5670;0,0059;-0,1036;0,9850;-6,2500;-6,7500;35,5000;
0,5770;0,0059;-0,1036;0,9850;-6,2500;-6,7500;35,5000;
0,5870;0,0059;-0,1036;0,9850;-6,2500;-6,7500;35,5000;
0,5970;0,0059;-0,1036;0,9850;-6,2500;-6,7500;35,5000;
0,6070;0,0059;-0,1036;0,9850;-6,2500;-6,7500;35,5000;
0,6150;0,0020;-0,0919;0,9909;-6,2500;-6,7500;35,5000;
0,6160;0,0020;-0,0919;0,9909;-6,2500;-6,7500;35,5000;
0,6190;0,0020;-0,0919;0,9909;-6,2500;-6,7500;35,5000;
0,6270;0,0020;-0,0919;0,9909;-6,2500;-6,7500;35,5000;
0,6370;0,0020;-0,0919;0,9909;-6,2500;-6,7500;35,5000;
0,6480;0,0020;-0,0919;0,9909;-6,2500;-6,7500;35,5000;
0,6580;0,0020;-0,0919;0,9909;-6,2500;-6,7500;35,5000;
0,6670;0,0020;-0,0919;0,9909;-6,2500;-6,7500;35,5000;
0,6770;0,0020;-0,0919;0,9909;-6,2500;-6,7500;35,5000;
0,6870;0,0020;-0,0919;0,9909;-6,2500;-6,7500;35,5000;
0,6970;0,0020;-0,0919;0,9909;-6,2500;-6,7500;35,5000;
0,7070;0,0020;-0,0919;0,9909;-6,2500;-6,7500;35,5000;
0,7140;0,0020;-0,0919;0,9909;-6,0000;-7,0000;35,2500;
0,7170;0,0020;-0,0919;0,9909;-6,0000;-7,0000;35,2500;
0,7340;0,0020;-0,0919;0,9909;-6,0000;-7,0000;35,2500;
0,7370;0,0020;-0,0919;0,9909;-6,0000;-7,0000;35,2500;
0,7470;0,0020;-0,0919;0,9909;-6,0000;-7,0000;35,2500;
0,7570;0,0020;-0,0919;0,9909;-6,0000;-7,0000;35,2500;
0,7670;0,0020;-0,0919;0,9909;-6,0000;-7,0000;35,2500;
0,7770;0,0020;-0,0919;0,9909;-6,0000;-7,0000;35,2500;
0,7870;0,0020;-0,0919;0,9909;-6,0000;-7,0000;35,2500;
0,7970;0,0020;-0,0919;0,9909;-6,0000;-7,0000;35,2500;
0,8200;0,0039;-0,0977;0,9890;-6,0000;-7,0000;35,2500;
0,8210;0,0039;-0,0977;0,9890;-6,0000;-7,0000;35,2500;
0,8220;0,0039;-0,0977;0,9890;-6,0000;-7,0000;35,2500;
0,8290;0,0039;-0,0977;0,9890;-6,0000;-7,0000;35,2500;
0,8370;0,0039;-0,0977;0,9890;-6,0000;-7,0000;35,2500;
0,8510;0,0039;-0,0977;0,9890;-6,0000;-7,0000;35,2500;
0,8630;0,0039;-0,0977;0,9890;-6,0000;-7,0000;35,2500;
0,8760;0,0039;-0,0977;0,9890;-6,0000;-7,0000;35,2500;
0,8910;0,0039;-0,0977;0,9890;-6,0000;-7,0000;35,2500;
0,9030;0,0039;-0,0977;0,9890;-6,0000;-7,0000;35,2500;
0,9110;0,0039;-0,0977;0,9890;-6,0000;-7,0000;35,2500;
0,9150;0,0039;-0,0977;0,9890;-5,7500;-6,7500;35,7500;
0,9200;0,0039;-0,0977;0,9890;-5,7500;-6,7500;35,7500;
0,9280;0,0039;-0,0977;0,9890;-5,7500;-6,7500;35,7500;
0,9380;0,0039;-0,0977;0,9890;-5,7500;-6,7500;35,7500;
0,9480;0,0039;-0,0977;0,9890;-5,7500;-6,7500;35,7500;
0,9590;0,0039;-0,0977;0,9890;-5,7500;-6,7500;35,7500;
0,9710;0,0039;-0,0977;0,9890;-5,7500;-6,7500;35,7500;
0,9820;0,0039;-0,0977;0,9890;-5,7500;-6,7500;35,7500;
0,9990;0,0039;-0,0977;0,9890;-5,7500;-6,7500;35,7500;
1,0140;0,0039;-0,0977;0,9890;-5,7500;-6,7500;35,7500;
1,0200;0,0059;-0,0958;0,9870;-5,7500;-6,7500;35,7500;
1,0220;0,0059;-0,0958;0,9870;-5,7500;-6,7500;35,7500;
1,0230;0,0059;-0,0958;0,9870;-5,7500;-6,7500;35,7500;
1,0350;0,0059;-0,0958;0,9870;-5,7500;-6,7500;35,7500;
1,0630;0,0059;-0,0958;0,9870;-5,7500;-6,7500;35,7500;
1,0750;0,0059;-0,0958;0,9870;-5,7500;-6,7500;35,7500;
1,0910;0,0059;-0,0958;0,9870;-5,7500;-6,7500;35,7500;
1,1000;0,0059;-0,0958;0,9870;-5,7500;-6,7500;35,7500;
1,1090;0,0059;-0,0958;0,9870;-5,7500;-6,7500;35,7500;
1,1190;0,0059;-0,0958;0,9870;-6,2500;-6,5000;36,0000;
1,1250;0,0059;-0,0958;0,9870;-6,2500;-6,5000;36,0000;
1,1420;0,0059;-0,0958;0,9870;-6,2500;-6,5000;36,0000;
1,1550;0,0059;-0,0958;0,9870;-6,2500;-6,5000;36,0000;
1,1770;0,0059;-0,0958;0,9870;-6,2500;-6,5000;36,0000;
1,1920;0,0059;-0,0958;0,9870;-6,2500;-6,5000;36,0000;
1,2010;0,0059;-0,0958;0,9870;-6,2500;-6,5000;36,0000;
1,2130;0,0059;-0,0958;0,9870;-6,2500;-6,5000;36,0000;
1,2180;0,0059;-0,1016;0,9870;-6,2500;-6,5000;36,0000;
1,2190;0,0059;-0,1016;0,9870;-6,2500;-6,5000;36,0000;
1,2320;0,0059;-0,1016;0,9870;-6,2500;-6,5000;36,0000;
1,2410;0,0059;-0,1016;0,9870;-6,2500;-6,5000;36,0000;
1,2630;0,0059;-0,1016;0,9870;-6,2500;-6,5000;36,0000;
1,2760;0,0059;-0,1016;0,9870;-6,2500;-6,5000;36,0000;
1,2950;0,0059;-0,1016;0,9870;-6,2500;-6,5000;36,0000;
1,3110;0,0059;-0,1016;0,9870;-6,2500;-6,5000;36,0000;
1,3190;0,0059;-0,1016;0,9870;-7,2500;-7,0000;35,5000;
1,3270;0,0059;-0,1016;0,9870;-7,2500;-7,0000;35,5000;
1,3440;0,0059;-0,1016;0,9870;-7,2500;-7,0000;35,5000;
1,3570;0,0059;-0,1016;0,9870;-7,2500;-7,0000;35,5000;
1,3750;0,0059;-0,1016;0,9870;-7,2500;-7,0000;35,5000;
1,3950;0,0059;-0,1016;0,9870;-7,2500;-7,0000;35,5000;
1,4110;0,0059;-0,1016;0,9870;-7,2500;-7,0000;35,5000;
1,4160;0,0039;-0,1075;0,9890;-7,2500;-7,0000;35,5000;
1,4180;0,0039;-0,1075;0,9890;-7,2500;-7,0000;35,5000;
1,4200;0,0039;-0,1075;0,9890;-7,2500;-7,0000;35,5000;
1,4350;0,0039;-0,1075;0,9890;-7,2500;-7,0000;35,5000;
1,4480;0,0039;-0,1075;0,9890;-7,2500;-7,0000;35,5000;
1,4570;0,0039;-0,1075;0,9890;-7,2500;-7,0000;35,5000;
1,4730;0,0039;-0,1075;0,9890;-7,2500;-7,0000;35,5000;
1,4820;0,0039;-0,1075;0,9890;-7,2500;-7,0000;35,5000;
1,4910;0,0039;-0,1075;0,9890;-7,2500;-7,0000;35,5000;
1,5010;0,0039;-0,1075;0,9890;-7,2500;-7,0000;35,5000;
1,5110;0,0039;-0,1075;0,9890;-7,2500;-7,0000;35,5000;
1,5190;0,0039;-0,1075;0,9890;-7,0000;-7,2500;35,7500;
1,5280;0,0039;-0,1075;0,9890;-7,0000;-7,2500;35,7500;
1,5410;0,0039;-0,1075;0,9890;-7,0000;-7,2500;35,7500;
1,5510;0,0039;-0,1075;0,9890;-7,0000;-7,2500;35,7500;
1,5580;0,0039;-0,1075;0,9890;-7,0000;-7,2500;35,7500;
1,5710;0,0039;-0,1075;0,9890;-7,0000;-7,2500;35,7500;
1,5790;0,0039;-0,1075;0,9890;-7,0000;-7,2500;35,7500;
1,5910;0,0039;-0,1075;0,9890;-7,0000;-7,2500;35,7500;
1,5990;0,0039;-0,1075;0,9890;-7,0000;-7,2500;35,7500;
1,6110;0,0039;-0,1075;0,9890;-7,0000;-7,2500;35,7500;
1,6150;0,0078;-0,1055;0,9831;-7,0000;-7,2500;35,7500;
1,6160;0,0078;-0,1055;0,9831;-7,0000;-7,2500;35,7500;
1,6260;0,0078;-0,1055;0,9831;-7,0000;-7,2500;35,7500;
1,6400;0,0078;-0,1055;0,9831;-7,0000;-7,2500;35,7500;
1,6470;0,0078;-0,1055;0,9831;-7,0000;-7,2500;35,7500;
1,6570;0,0078;-0,1055;0,9831;-7,0000;-7,2500;35,7500;
1,6770;0,0078;-0,1055;0,9831;-7,0000;-7,2500;35,7500;
1,6950;0,0078;-0,1055;0,9831;-7,0000;-7,2500;35,7500;
1,7090;0,0078;-0,1055;0,9831;-7,0000;-7,2500;35,7500;
1,7220;0,0078;-0,1055;0,9831;-7,0000;-7,5000;36,7500;
1,7270;0,0078;-0,1055;0,9831;-7,0000;-7,5000;36,7500;
1,7420;0,0078;-0,1055;0,9831;-7,0000;-7,5000;36,7500;
1,7560;0,0078;-0,1055;0,9831;-7,0000;-7,5000;36,7500;
1,7790;0,0078;-0,1055;0,9831;-7,0000;-7,5000;36,7500;
1,7870;0,0078;-0,1055;0,9831;-7,0000;-7,5000;36,7500;
1,7970;0,0078;-0,1055;0,9831;-7,0000;-7,5000;36,7500;
1,8070;0,0078;-0,1055;0,9831;-7,0000;-7,5000;36,7500;
1,8160;0,0020;-0,0997;0,9929;-7,0000;-7,5000;36,7500;
1,8250;0,0020;-0,0997;0,9929;-7,0000;-7,5000;36,7500;
1,8260;0,0020;-0,0997;0,9929;-7,0000;-7,5000;36,7500;
1,8270;0,0020;-0,0997;0,9929;-7,0000;-7,5000;36,7500;
1,8370;0,0020;-0,0997;0,9929;-7,0000;-7,5000;36,7500;
1,8550;0,0020;-0,0997;0,9929;-7,0000;-7,5000;36,7500;
1,8570;0,0020;-0,0997;0,9929;-7,0000;-7,5000;36,7500;
1,8730;0,0020;-0,0997;0,9929;-7,0000;-7,5000;36,7500;
1,8780;0,0020;-0,0997;0,9929;-7,0000;-7,5000;36,7500;
1,8870;0,0020;-0,0997;0,9929;-7,0000;-7,5000;36,7500;
1,8990;0,0020;-0,0997;0,9929;-7,0000;-7,5000;36,7500;
1,9070;0,0020;-0,0997;0,9929;-7,0000;-7,5000;36,7500;
1,9170;0,0020;-0,0997;0,9929;-7,0000;-7,5000;36,7500;
1,9230;0,0020;-0,0997;0,9929;-7,5000;-6,2500;35,7500;
1,9270;0,0020;-0,0997;0,9929;-7,5000;-6,2500;35,7500;
1,9370;0,0020;-0,0997;0,9929;-7,5000;-6,2500;35,7500;
1,9470;0,0020;-0,0997;0,9929;-7,5000;-6,2500;35,7500;
1,9570;0,0020;-0,0997;0,9929;-7,5000;-6,2500;35,7500;
1,9670;0,0020;-0,0997;0,9929;-7,5000;-6,2500;35,7500;
1,9770;0,0020;-0,0997;0,9929;-7,5000;-6,2500;35,7500;
1,9870;0,0020;-0,0997;0,9929;-7,5000;-6,2500;35,7500;
1,9970;0,0020;-0,0997;0,9929;-7,5000;-6,2500;35,7500;
2,0070;0,0020;-0,0997;0,9929;-7,5000;-6,2500;35,7500;
2,0160;0,0078;-0,0919;0,9870;-7,5000;-6,2500;35,7500;
2,0170;0,0078;-0,0919;0,9870;-7,5000;-6,2500;35,7500;
2,0180;0,0078;-0,0919;0,9870;-7,5000;-6,2500;35,7500;
2,0280;0,0078;-0,0919;0,9870;-7,5000;-6,2500;35,7500;
2,0380;0,0078;-0,0919;0,9870;-7,5000;-6,2500;35,7500;
2,0480;0,0078;-0,0919;0,9870;-7,5000;-6,2500;35,7500;
2,0570;0,0078;-0,0919;0,9870;-7,5000;-6,2500;35,7500;
2,0670;0,0078;-0,0919;0,9870;-7,5000;-6,2500;35,7500;
2,0780;0,0078;-0,0919;0,9870;-7,5000;-6,2500;35,7500;
2,0870;0,0078;-0,0919;0,9870;-7,5000;-6,2500;35,7500;
2,0970;0,0078;-0,0919;0,9870;-7,5000;-6,2500;35,7500;
2,1070;0,0078;-0,0919;0,9870;-7,5000;-6,2500;35,7500;
2,1170;0,0078;-0,0919;0,9870;-7,5000;-6,2500;35,7500;
2,1240;0,0078;-0,0919;0,9870;-6,7500;-4,7500;36,2500;
2,1280;0,0078;-0,0919;0,9870;-6,7500;-4,7500;36,2500;
2,1380;0,0078;-0,0919;0,9870;-6,7500;-4,7500;36,2500;
2,1470;0,0078;-0,0919;0,9870;-6,7500;-4,7500;36,2500;
2,1600;0,0078;-0,0919;0,9870;-6,7500;-4,7500;36,2500;
2,1680;0,0078;-0,0919;0,9870;-6,7500;-4,7500;36,2500;
2,1770;0,0078;-0,0919;0,9870;-6,7500;-4,7500;36,2500;
2,1870;0,0078;-0,0919;0,9870;-6,7500;-4,7500;36,2500;
2,1970;0,0078;-0,0919;0,9870;-6,7500;-4,7500;36,2500;
2,2070;0,0078;-0,0919;0,9870;-6,7500;-4,7500;36,2500;
2,2150;0,0039;-0,0997;0,9890;-6,7500;-4,7500;36,2500;
2,2160;0,0039;-0,0997;0,9890;-6,7500;-4,7500;36,2500;
2,2180;0,0039;-0,0997;0,9890;-6,7500;-4,7500;36,2500;
2,2270;0,0039;-0,0997;0,9890;-6,7500;-4,7500;36,2500;
2,2370;0,0039;-0,0997;0,9890;-6,7500;-4,7500;36,2500;
2,2470;0,0039;-0,0997;0,9890;-6,7500;-4,7500;36,2500;
2,2570;0,0039;-0,0997;0,9890;-6,7500;-4,7500;36,2500;
2,2670;0,0039;-0,0997;0,9890;-6,7500;-4,7500;36,2500;
2,2780;0,0039;-0,0997;0,9890;-6,7500;-4,7500;36,2500;
2,2870;0,0039;-0,0997;0,9890;-6,7500;-4,7500;36,2500;
2,2970;0,0039;-0,0997;0,9890;-6,7500;-4,7500;36,2500;
2,3070;0,0039;-0,0997;0,9890;-6,7500;-4,7500;36,2500;
2,3170;0,0039;-0,0997;0,9890;-6,7500;-4,7500;36,2500;
2,3250;0,0039;-0,0997;0,9890;-7,0000;-6,7500;36,2500;
2,3310;0,0039;-0,0997;0,9890;-7,0000;-6,7500;36,2500;
2,3370;0,0039;-0,0997;0,9890;-7,0000;-6,7500;36,2500;
2,3470;0,0039;-0,0997;0,9890;-7,0000;-6,7500;36,2500;
2,3570;0,0039;-0,0997;0,9890;-7,0000;-6,7500;36,2500;
2,3810;0,0039;-0,0997;0,9890;-7,0000;-6,7500;36,2500;
2,3930;0,0039;-0,0997;0,9890;-7,0000;-6,7500;36,2500;
2,4110;0,0039;-0,0997;0,9890;-7,0000;-6,7500;36,2500;
2,4160;0,0020;-0,1055;0,9890;-7,0000;-6,7500;36,2500;
2,4170;0,0020;-0,1055;0,9890;-7,0000;-6,7500;36,2500;
2,4240;0,0020;-0,1055;0,9890;-7,0000;-6,7500;36,2500;
2,4350;0,0020;-0,1055;0,9890;-7,0000;-6,7500;36,2500;
2,4540;0,0020;-0,1055;0,9890;-7,0000;-6,7500;36,2500;
2,4720;0,0020;-0,1055;0,9890;-7,0000;-6,7500;36,2500;
2,4860;0,0020;-0,1055;0,9890;-7,0000;-6,7500;36,2500;
2,5020;0,0020;-0,1055;0,9890;-7,0000;-6,7500;36,2500;
2,5120;0,0020;-0,1055;0,9890;-7,0000;-6,7500;36,2500;
2,5240;0,0020;-0,1055;0,9890;-7,0000;-6,7500;36,2500;
2,5280;0,0020;-0,1055;0,9890;-6,5000;-8,0000;36,2500;
2,5410;0,0020;-0,1055;0,9890;-6,5000;-8,0000;36,2500;
2,5580;0,0020;-0,1055;0,9890;-6,5000;-8,0000;36,2500;
2,5740;0,0020;-0,1055;0,9890;-6,5000;-8,0000;36,2500;
2,5820;0,0020;-0,1055;0,9890;-6,5000;-8,0000;36,2500;
2,5900;0,0020;-0,1055;0,9890;-6,5000;-8,0000;36,2500;
2,5990;0,0020;-0,1055;0,9890;-6,5000;-8,0000;36,2500;
2,6110;0,0020;-0,1055;0,9890;-6,5000;-8,0000;36,2500;
2,6160;0,0039;-0,0880;0,9890;-6,5000;-8,0000;36,2500;
2,6170;0,0039;-0,0880;0,9890;-6,5000;-8,0000;36,2500;
2,6220;0,0039;-0,0880;0,9890;-6,5000;-8,0000;36,2500;
2,6350;0,0039;-0,0880;0,9890;-6,5000;-8,0000;36,2500;
2,6470;0,0039;-0,0880;0,9890;-6,5000;-8,0000;36,2500;
2,6640;0,0039;-0,0880;0,9890;-6,5000;-8,0000;36,2500;
2,6820;0,0039;-0,0880;0,9890;-6,5000;-8,0000;36,2500;
2,6920;0,0039;-0,0880;0,9890;-6,5000;-8,0000;36,2500;
2,7110;0,0039;-0,0880;0,9890;-6,5000;-8,0000;36,2500;
2,7240;0,0039;-0,0880;0,9890;-6,5000;-8,0000;36,2500;
2,7340;0,0039;-0,0880;0,9890;-6,2500;-6,2500;36,2500;
2,7460;0,0039;-0,0880;0,9890;-6,2500;-6,2500;36,2500;
2,7610;0,0039;-0,0880;0,9890;-6,2500;-6,2500;36,2500;
2,7710;0,0039;-0,0880;0,9890;-6,2500;-6,2500;36,2500;
2,7810;0,0039;-0,0880;0,9890;-6,2500;-6,2500;36,2500;
2,7880;0,0039;-0,0880;0,9890;-6,2500;-6,2500;36,2500;
2,7990;0,0039;-0,0880;0,9890;-6,2500;-6,2500;36,2500;
2,8070;0,0039;-0,0880;0,9890;-6,2500;-6,2500;36,2500;
2,8160;0,0039;-0,1036;0,9890;-6,2500;-6,2500;36,2500;
2,8170;0,0039;-0,1036;0,9890;-6,2500;-6,2500;36,2500;
2,8210;0,0039;-0,1036;0,9890;-6,2500;-6,2500;36,2500;
2,8340;0,0039;-0,1036;0,9890;-6,2500;-6,2500;36,2500;
2,8420;0,0039;-0,1036;0,9890;-6,2500;-6,2500;36,2500;
2,8530;0,0039;-0,1036;0,9890;-6,2500;-6,2500;36,2500;
2,8750;0,0039;-0,1036;0,9890;-6,2500;-6,2500;36,2500;
2,8940;0,0039;-0,1036;0,9890;-6,2500;-6,2500;36,2500;
2,9110;0,0039;-0,1036;0,9890;-6,2500;-6,2500;36,2500;
2,9220;0,0039;-0,1036;0,9890;-6,2500;-6,2500;36,2500;
2,9350;0,0039;-0,1036;0,9890;-6,2500;-6,2500;36,2500;
2,9370;0,0039;-0,1036;0,9890;-7,0000;-6,0000;36,0000;
2,9470;0,0039;-0,1036;0,9890;-7,0000;-6,0000;36,0000;
2,9570;0,0039;-0,1036;0,9890;-7,0000;-6,0000;36,0000;
2,9670;0,0039;-0,1036;0,9890;-7,0000;-6,0000;36,0000;
2,9780;0,0039;-0,1036;0,9890;-7,0000;-6,0000;36,0000;
2,9900;0,0039;-0,1036;0,9890;-7,0000;-6,0000;36,0000;
2,9990;0,0039;-0,1036;0,9890;-7,0000;-6,0000;36,0000;
3,0110;0,0039;-0,1036;0,9890;-7,0000;-6,0000;36,0000;
3,0160;0,0039;-0,0997;0,9870;-7,0000;-6,0000;36,0000;
3,0170;0,0039;-0,0997;0,9870;-7,0000;-6,0000;36,0000;
3,0270;0,0039;-0,0997;0,9870;-7,0000;-6,0000;36,0000;
3,0440;0,0039;-0,0997;0,9870;-7,0000;-6,0000;36,0000;
3,0550;0,0039;-0,0997;0,9870;-7,0000;-6,0000;36,0000;
3,0710;0,0039;-0,0997;0,9870;-7,0000;-6,0000;36,0000;
3,0790;0,0039;-0,0997;0,9870;-7,0000;-6,0000;36,0000;
3,0910;0,0039;-0,0997;0,9870;-7,0000;-6,0000;36,0000;
3,1030;0,0039;-0,0997;0,9870;-7,0000;-6,0000;36,0000;
3,1150;0,0039;-0,0997;0,9870;-7,0000;-6,0000;36,0000;
3,1370;0,0039;-0,0997;0,9870;-7,2500;-5,7500;36,2500;
3,1380;0,0039;-0,0997;0,9870;-7,2500;-5,7500;36,2500;
3,1560;0,0039;-0,0997;0,9870;-7,2500;-5,7500;36,2500;
3,1750;0,0039;-0,0997;0,9870;-7,2500;-5,7500;36,2500;
3,1940;0,0039;-0,0997;0,9870;-7,2500;-5,7500;36,2500;
3,2160;0,0039;-0,1036;0,9870;-7,2500;-5,7500;36,2500;
3,2170;0,0039;-0,1036;0,9870;-7,2500;-5,7500;36,2500;
3,2280;0,0039;-0,1036;0,9870;-7,2500;-5,7500;36,2500;
3,2420;0,0039;-0,1036;0,9870;-7,2500;-5,7500;36,2500;
3,2560;0,0039;-0,1036;0,9870;-7,2500;-5,7500;36,2500;
3,2740;0,0039;-0,1036;0,9870;-7,2500;-5,7500;36,2500;
3,2840;0,0039;-0,1036;0,9870;-7,2500;-5,7500;36,2500;
3,3040;0,0039;-0,1036;0,9870;-7,2500;-5,7500;36,2500;
3,3210;0,0039;-0,1036;0,9870;-7,2500;-5,7500;36,2500;
3,3320;0,0039;-0,1036;0,9870;-7,2500;-5,7500;36,2500;
3,3400;0,0039;-0,1036;0,9870;-7,2500;-7,2500;36,0000;
3,3460;0,0039;-0,1036;0,9870;-7,2500;-7,2500;36,0000;
3,3620;0,0039;-0,1036;0,9870;-7,2500;-7,2500;36,0000;
3,3720;0,0039;-0,1036;0,9870;-7,2500;-7,2500;36,0000;
3,3820;0,0039;-0,1036;0,9870;-7,2500;-7,2500;36,0000;
3,3950;0,0039;-0,1036;0,9870;-7,2500;-7,2500;36,0000;
3,4020;0,0039;-0,1036;0,9870;-7,2500;-7,2500;36,0000;
3,4130;0,0039;-0,1036;0,9870;-7,2500;-7,2500;36,0000;
3,4160;0,0039;-0,1036;0,9890;-7,2500;-7,2500;36,0000;
3,4160;0,0039;-0,1036;0,9890;-7,2500;-7,2500;36,0000;
3,4280;0,0039;-0,1036;0,9890;-7,2500;-7,2500;36,0000;
3,4440;0,0039;-0,1036;0,9890;-7,2500;-7,2500;36,0000;
3,4630;0,0039;-0,1036;0,9890;-7,2500;-7,2500;36,0000;
3,4760;0,0039;-0,1036;0,9890;-7,2500;-7,2500;36,0000;
3,4990;0,0039;-0,1036;0,9890;-7,2500;-7,2500;36,0000;
3,5230;0,0039;-0,1036;0,9890;-7,2500;-7,2500;36,0000;
3,5350;0,0039;-0,1036;0,9890;-7,2500;-7,2500;36,0000;
3,5390;0,0039;-0,1036;0,9890;-6,7500;-6,7500;36,7500;
3,5510;0,0039;-0,1036;0,9890;-6,7500;-6,7500;36,7500;
3,5590;0,0039;-0,1036;0,9890;-6,7500;-6,7500;36,7500;
3,5760;0,0039;-0,1036;0,9890;-6,7500;-6,7500;36,7500;
3,5920;0,0039;-0,1036;0,9890;-6,7500;-6,7500;36,7500;
