0,0060;-0,0274;0,2424;0,9753;1,005
0,0070;-0,0059;0,2130;0,9753;0,998
0,0080;-0,0020;0,2267;0,9831;1,009
0,0090;0,0176;0,2384;0,9870;1,016
0,0150;0,0274;0,2404;0,9831;1,012
0,0220;0,0137;0,2404;0,9987;1,027
0,0350;-0,0098;0,2365;0,9909;1,019
0,0440;-0,0137;0,2365;0,9596;0,988
0,0520;0,0078;0,2404;0,9635;0,993
0,0820;0,0410;0,2306;0,9811;1,009
0,0830;0,0352;0,2345;0,9831;1,011
0,0840;0,0235;0,2482;0,9635;0,995
0,0970;0,0156;0,2463;0,9323;0,964
0,1140;0,0078;0,2306;0,9440;0,972
0,1150;0,0156;0,2287;0,9616;0,989
0,1220;0,0215;0,2209;0,9772;1,002
0,1420;0,0235;0,2091;0,9792;1,002
0,1430;0,0078;0,2072;0,9772;0,999
0,1520;0,0078;0,2150;0,9577;0,982
0,1950;0,0235;0,2189;0,9518;0,977
0,1970;0,0332;0,2248;0,9401;0,967
0,1970;0,0274;0,2306;0,9284;0,957
0,1980;0,0176;0,2482;0,9460;0,978
0,2080;0,0137;0,2482;0,9440;0,976
0,2280;0,0176;0,2404;0,9440;0,974
0,2290;0,0176;0,2404;0,9381;0,969
0,2460;0,0254;0,2326;0,9420;0,971
0,2470;0,0274;0,2287;0,9479;0,975
0,2720;0,0254;0,2267;0,9538;0,981
0,2730;0,0215;0,2228;0,9655;0,991
0,2740;0,0137;0,2345;0,9890;1,016
0,2930;0,0176;0,2306;0,9831;1,010
0,2940;0,0215;0,2365;0,9714;1,000
0,3020;0,0254;0,2384;0,9655;0,995
0,3130;0,0274;0,2345;0,9596;0,988
0,3220;0,0254;0,2287;0,9577;0,985
0,3320;0,0235;0,2287;0,9596;0,987
0,3440;0,0254;0,2267;0,9577;0,984
0,3610;0,0274;0,2326;0,9635;0,992
0,3670;0,0274;0,2306;0,9655;0,993
0,3740;0,0215;0,2306;0,9635;0,991
0,3830;0,0195;0,2326;0,9635;0,991
0,3920;0,0176;0,2365;0,9577;0,987
0,4020;0,0215;0,2345;0,9616;0,990
0,4130;0,0215;0,2365;0,9596;0,989
0,4220;0,0195;0,2267;0,9518;0,979
0,4320;0,0195;0,2228;0,9538;0,980
0,4420;0,0215;0,2169;0,9538;0,978
0,4570;0,0313;0,2209;0,9577;0,983
0,4700;0,0352;0,2248;0,9557;0,982
0,4810;0,0332;0,2267;0,9499;0,977
0,4830;0,0332;0,2345;0,9479;0,977
0,4950;0,0274;0,2267;0,9401;0,967
0,5030;0,0293;0,2306;0,9420;0,970
0,5140;0,0293;0,2365;0,9518;0,981
0,5220;0,0313;0,2365;0,9538;0,983
0,5320;0,0293;0,2345;0,9577;0,986
0,5420;0,0254;0,2267;0,9538;0,981
0,5600;0,0274;0,2345;0,9635;0,992
0,5690;0,0293;0,2326;0,9655;0,994
0,5720;0,0313;0,2287;0,9733;1,000
0,5820;0,0254;0,2169;0,9694;0,994
0,5920;0,0293;0,2248;0,9831;1,009
0,6020;0,0274;0,2248;0,9811;1,007
0,6130;0,0215;0,2287;0,9772;1,004
0,6220;0,0137;0,2248;0,9850;1,010
0,6320;0,0254;0,2248;0,9499;0,976
0,6420;0,0274;0,2365;0,9557;0,985
0,6610;0,0313;0,2424;0,9479;0,979
0,6630;0,0352;0,2404;0,9440;0,975
0,6750;0,0254;0,2365;0,9440;0,974
0,6830;0,0215;0,2345;0,9479;0,977
0,6940;0,0215;0,2326;0,9479;0,976
0,7020;0,0254;0,2326;0,9538;0,982
0,7140;0,0215;0,2287;0,9616;0,989
0,7220;0,0215;0,2248;0,9675;0,993
0,7320;0,0195;0,2209;0,9753;1,000
0,7420;0,0195;0,2209;0,9714;0,996
0,7570;0,0254;0,2287;0,9675;0,994
0,7630;0,0274;0,2345;0,9655;0,994
0,7730;0,0254;0,2365;0,9675;0,996
0,7830;0,0235;0,2404;0,9694;0,999
0,7920;0,0215;0,2384;0,9714;1,000
0,8030;0,0195;0,2384;0,9675;0,997
0,8130;0,0235;0,2345;0,9675;0,996
0,8220;0,0254;0,2306;0,9557;0,983
0,8320;0,0274;0,2287;0,9596;0,987
0,8420;0,0215;0,2209;0,9694;0,994
0,8570;0,0352;0,2189;0,9460;0,972
0,8730;0,0391;0,2306;0,9499;0,978
0,8740;0,0352;0,2365;0,9499;0,979
0,8860;0,0332;0,2404;0,9440;0,975
0,8940;0,0293;0,2404;0,9460;0,976
0,9020;0,0254;0,2365;0,9440;0,974
0,9130;0,0274;0,2345;0,9479;0,977
0,9220;0,0274;0,2326;0,9460;0,975
0,9320;0,0332;0,2306;0,9499;0,978
0,9420;0,0352;0,2267;0,9440;0,971
0,9570;0,0352;0,2248;0,9596;0,986
0,9730;0,0352;0,2306;0,9596;0,988
0,9740;0,0352;0,2326;0,9596;0,988
0,9860;0,0313;0,2326;0,9655;0,994
0,9920;0,0293;0,2345;0,9596;0,988
1,0020;0,0332;0,2326;0,9538;0,982
1,0130;0,0332;0,2384;0,9518;0,982
1,0220;0,0313;0,2463;0,9538;0,986
1,0320;0,0293;0,2326;0,9557;0,984
1,0420;0,0332;0,2287;0,9596;0,987
1,0580;0,0332;0,2267;0,9616;0,989
1,0780;0,0332;0,2209;0,9655;0,991
1,0790;0,0254;0,2345;0,9616;0,990
1,0820;0,0235;0,2345;0,9616;0,990
1,0920;0,0391;0,2384;0,9401;0,971
1,1020;0,0235;0,2326;0,9635;0,991
1,1130;0,0254;0,2404;0,9616;0,992
1,1220;0,0274;0,2345;0,9616;0,990
1,1320;0,0352;0,2345;0,9655;0,994
1,1420;0,0391;0,2306;0,9596;0,988
1,1630;0,0391;0,2326;0,9557;0,984
1,1640;0,0352;0,2365;0,9596;0,989
1,1720;0,0293;0,2404;0,9616;0,992
1,1830;0,0332;0,2384;0,9616;0,991
1,1920;0,0371;0,2287;0,9518;0,980
1,2020;0,0391;0,2306;0,9538;0,982
1,2130;0,0371;0,2345;0,9518;0,981
1,2220;0,0371;0,2345;0,9557;0,985
1,2320;0,0352;0,2365;0,9518;0,981
1,2420;0,0352;0,2326;0,9538;0,982
1,2570;0,0352;0,2248;0,9596;0,986
1,2630;0,0371;0,2228;0,9616;0,988
1,2730;0,0332;0,2267;0,9675;0,994
1,2840;0,0352;0,2228;0,9733;0,999
1,2920;0,0352;0,2228;0,9714;0,997
1,3020;0,0352;0,2248;0,9675;0,994
1,3130;0,0352;0,2345;0,9635;0,992
1,3220;0,0352;0,2365;0,9616;0,991
1,3320;0,0371;0,2365;0,9557;0,985
1,3430;0,0352;0,2384;0,9460;0,976
1,3670;0,0352;0,2404;0,9479;0,979
1,3680;0,0332;0,2345;0,9518;0,981
1,3730;0,0352;0,2326;0,9518;0,980
1,3850;0,0352;0,2326;0,9518;0,980
1,3920;0,0371;0,2306;0,9518;0,980
1,4020;0,0371;0,2267;0,9694;0,996
1,4140;0,0332;0,2248;0,9733;0,999
1,4220;0,0332;0,2267;0,9655;0,992
1,4320;0,0332;0,2287;0,9616;0,989
1,4420;0,0332;0,2365;0,9616;0,991
1,4660;0,0352;0,2384;0,9635;0,993
1,4670;0,0371;0,2326;0,9596;0,988
1,4970;0,0352;0,2267;0,9616;0,989
1,4980;0,0352;0,2267;0,9616;0,989
1,4990;0,0352;0,2287;0,9635;0,991
1,5070;0,0371;0,2326;0,9596;0,988
1,5160;0,0352;0,2326;0,9655;0,994
1,5220;0,0430;0,2267;0,9596;0,987
1,5320;0,0508;0,2189;0,9635;0,989
1,5420;0,0450;0,2267;0,9577;0,985
1,5600;0,0410;0,2365;0,9518;0,982
1,5670;0,0410;0,2248;0,9557;0,983
1,5720;0,0391;0,2248;0,9616;0,988
1,5830;0,0371;0,2306;0,9616;0,990
1,5920;0,0391;0,2306;0,9557;0,984
1,6020;0,0410;0,2228;0,9460;0,973
1,6130;0,0430;0,2248;0,9518;0,979
1,6220;0,0410;0,2306;0,9557;0,984
1,6320;0,0391;0,2326;0,9616;0,990
1,6420;0,0410;0,2306;0,9616;0,990
1,6580;0,0391;0,2267;0,9616;0,989
1,6630;0,0410;0,2267;0,9655;0,993
1,6720;0,0410;0,2267;0,9655;0,993
1,6880;0,0391;0,2228;0,9714;0,997
1,6930;0,0371;0,2287;0,9675;0,995
1,7030;0,0371;0,2326;0,9655;0,994
1,7130;0,0391;0,2326;0,9596;0,988
1,7220;0,0430;0,2287;0,9518;0,980
1,7320;0,0391;0,2306;0,9616;0,990
1,7420;0,0371;0,2287;0,9714;0,999
1,7570;0,0371;0,2287;0,9714;0,999
1,7630;0,0371;0,2287;0,9538;0,982
