0,0050;-0,0762;0,5453;0,8521;1,015
0,0060;-0,0528;0,5492;0,8560;1,018
0,0200;-0,0508;0,5414;0,8541;1,012
0,0210;-0,0586;0,5375;0,8463;1,004
0,0220;-0,0782;0,5453;0,8385;1,003
0,0230;-0,0801;0,5414;0,8326;0,996
0,0280;-0,0762;0,5375;0,8306;0,992
0,0290;-0,0743;0,5375;0,8267;0,989
0,0370;-0,0704;0,5355;0,8189;0,981
0,0870;-0,0586;0,5355;0,8033;0,967
0,0880;-0,0528;0,5375;0,7955;0,961
0,0910;-0,0469;0,5433;0,7955;0,964
0,0930;-0,0391;0,5433;0,7974;0,966
0,0960;-0,0371;0,5414;0,8052;0,971
0,0960;-0,0430;0,5394;0,8072;0,972
0,1080;-0,0469;0,5414;0,8131;0,978
0,1300;-0,0469;0,5453;0,8091;0,977
0,1310;-0,0450;0,5492;0,8033;0,974
0,1320;-0,0391;0,5492;0,7974;0,969
0,1500;-0,0410;0,5551;0,7916;0,968
0,1780;-0,0352;0,5512;0,7916;0,965
0,1790;-0,0489;0,5531;0,7916;0,967
0,1800;-0,0508;0,5590;0,7876;0,967
0,1930;-0,0450;0,5551;0,7974;0,973
0,1940;-0,0391;0,5531;0,8111;0,983
0,2100;-0,0274;0,5570;0,8248;0,996
0,2310;-0,0195;0,5492;0,8267;0,993
0,2320;-0,0176;0,5453;0,8248;0,989
0,2460;-0,0254;0,5453;0,8287;0,992
0,2470;-0,0430;0,5531;0,8248;0,994
0,2620;-0,0528;0,5492;0,8267;0,994
0,2620;-0,0567;0,5472;0,8248;0,991
0,2720;-0,0547;0,5453;0,8248;0,990
0,2820;-0,0508;0,5453;0,8013;0,971
0,3030;-0,0410;0,5414;0,7994;0,966
0,3040;-0,0332;0,5414;0,8091;0,974
0,3260;-0,0313;0,5433;0,8111;0,977
0,3270;-0,0293;0,5394;0,8209;0,983
0,3320;-0,0293;0,5414;0,8287;0,990
0,3430;-0,0313;0,5453;0,8306;0,994
0,3520;-0,0293;0,5433;0,8326;0,995
0,3620;-0,0274;0,5414;0,8306;0,992
0,3720;-0,0313;0,5433;0,8150;0,980
0,3930;-0,0332;0,5453;0,8091;0,976
0,3940;-0,0352;0,5433;0,7994;0,967
0,4020;-0,0391;0,5414;0,8052;0,971
0,4300;-0,0332;0,5394;0,8170;0,980
0,4320;-0,0332;0,5394;0,8189;0,981
0,4460;-0,0332;0,5492;0,8170;0,985
0,4520;-0,0371;0,5492;0,8131;0,982
0,4620;-0,0371;0,5472;0,8170;0,984
0,4720;-0,0371;0,5394;0,8131;0,976
0,5020;-0,0410;0,5433;0,8209;0,985
0,5030;-0,0410;0,5394;0,8209;0,983
0,5040;-0,0391;0,5433;0,8267;0,990
0,5180;-0,0391;0,5433;0,8267;0,990
0,5220;-0,0410;0,5414;0,8189;0,983
0,5330;-0,0391;0,5394;0,8189;0,981
0,5440;-0,0469;0,5375;0,8072;0,971
0,5520;-0,0489;0,5375;0,8033;0,968
0,5620;-0,0547;0,5375;0,8111;0,975
0,5720;-0,0528;0,5375;0,8111;0,974
0,5900;-0,0547;0,5316;0,8091;0,970
0,6190;-0,0547;0,5277;0,8228;0,979
0,6210;-0,0469;0,5336;0,8228;0,982
0,6220;-0,0489;0,5336;0,8111;0,972
0,6230;-0,0469;0,5316;0,8111;0,971
0,6360;-0,0528;0,5336;0,8170;0,977
0,6420;-0,0606;0,5394;0,8150;0,979
0,6520;-0,0547;0,5394;0,8209;0,984
0,6800;-0,0528;0,5336;0,8189;0,979
0,6820;-0,0547;0,5316;0,8189;0,978
0,6850;-0,0528;0,5316;0,8150;0,974
0,6940;-0,0508;0,5316;0,8209;0,979
0,7020;-0,0508;0,5316;0,8131;0,973
0,7120;-0,0625;0,5336;0,7974;0,961
0,7220;-0,0684;0,5551;0,8482;1,016
0,7320;-0,0684;0,5551;0,8346;1,005
0,7440;-0,0625;0,5453;0,8404;1,004
0,7520;-0,0528;0,5375;0,8404;0,999
0,7620;-0,0547;0,5355;0,8248;0,985
0,7720;-0,0645;0,5375;0,8267;0,988
0,8020;-0,0625;0,5375;0,8306;0,991
0,8030;-0,0586;0,5394;0,8267;0,989
0,8040;-0,0567;0,5492;0,8385;1,004
0,8120;-0,0528;0,5433;0,8404;1,002
0,8220;-0,0547;0,5433;0,8385;1,001
0,8320;-0,0528;0,5453;0,8365;1,000
0,8430;-0,0508;0,5394;0,8267;0,988
0,8520;-0,0547;0,5414;0,8248;0,988
0,8620;-0,0528;0,5414;0,8248;0,988
0,8720;-0,0489;0,5394;0,8248;0,987
0,8870;-0,0489;0,5394;0,8306;0,992
0,9160;-0,0508;0,5394;0,8385;0,998
0,9170;-0,0528;0,5375;0,8346;0,994
0,9180;-0,0528;0,5375;0,8346;0,994
0,9220;-0,0586;0,5375;0,8267;0,988
0,9330;-0,0625;0,5336;0,8267;0,986
0,9430;-0,0625;0,5355;0,8228;0,984
0,9520;-0,0645;0,5336;0,8209;0,981
0,9840;-0,0625;0,5336;0,8228;0,983
